target_ID	accession_1	tlen	query_ID	accession_2	qlen	e_value_seq	score_seq	bias_seq	#	of	c_value	i_value	score_dom	bias_dom	hmm_from	hmm_to	ali_from	ali_to	env_from	env_to	acc	description	View_kpsM_ncbi_40_complete$target_ID
GCF_012275145.1_protein.faa_WP_168514985.1	-	263	kpsM_final_mafft	-	260	3.7e-18	64.7	3.9	1	1	7.4e-21	4.7e-18	64.3	3.9	30	242	25	249	9	261	0.85	-	GCF_012275145.1_protein.faa_WP_168514985.1
GCF_012275145.1_protein.faa_WP_168508311.1	-	274	kpsM_final_mafft	-	260	1.4e-17	62.7	7.5	1	1	3.4e-20	2.1e-17	62.2	7.5	37	251	48	272	39	274	0.8	-	GCF_012275145.1_protein.faa_WP_168508311.1
GCF_012275145.1_protein.faa_WP_168509217.1	-	289	kpsM_final_mafft	-	260	7e-15	53.9	8	1	1	2.5e-17	1.6e-14	52.8	8	38	220	53	241	31	288	0.8	-	GCF_012275145.1_protein.faa_WP_168509217.1
GCF_012275145.1_protein.faa_WP_168510722.1	-	284	kpsM_final_mafft	-	260	1.1e-13	50	5	1	1	2.6e-16	1.6e-13	49.4	5	38	220	46	238	41	279	0.83	-	GCF_012275145.1_protein.faa_WP_168510722.1
GCF_008087605.1_protein.faa_WP_132994494.1	-	254	kpsM_final_mafft	-	260	5.9e-19	64.9	23.8	1	1	4.7e-22	8.7e-19	64.3	23.8	37	249	25	244	9	250	0.75	-	GCF_008087605.1_protein.faa_WP_132994494.1
GCF_000419405.1_protein.faa_WP_001010537.1	-	257	kpsM_final_mafft	-	260	1.5e-19	67.8	21.8	1	1	2.2e-22	2.1e-19	67.3	21.8	37	249	28	249	2	253	0.83	-	GCF_000419405.1_protein.faa_WP_001010537.1
GCF_000419405.1_protein.faa_WP_000531468.1	-	372	kpsM_final_mafft	-	260	5.9e-15	52.7	15	1	1	1.1e-17	9.9e-15	52	15	96	251	212	369	182	371	0.93	-	GCF_000419405.1_protein.faa_WP_000531468.1
GCF_001697125.1_protein.faa_WP_002215286.1	-	265	kpsM_final_mafft	-	260	2.8e-46	154.4	20.8	1	1	1.9e-49	3.7e-46	154.1	20.8	6	255	11	261	2	264	0.97	-	GCF_001697125.1_protein.faa_WP_002215286.1
GCF_009834125.1_protein.faa_WP_159503499.1	-	311	kpsM_final_mafft	-	260	1.2e-40	138	12.7	1	1	2.2e-43	1.4e-40	137.8	12.7	4	255	47	307	44	310	0.92	-	GCF_009834125.1_protein.faa_WP_159503499.1
GCF_009834125.1_protein.faa_WP_159507077.1	-	309	kpsM_final_mafft	-	260	1e-37	128.4	11.9	1	1	1.9e-40	1.2e-37	128.1	11.9	2	255	43	305	42	308	0.92	-	GCF_009834125.1_protein.faa_WP_159507077.1
GCF_009834125.1_protein.faa_WP_159502921.1	-	278	kpsM_final_mafft	-	260	2.8e-18	64.7	6.1	1	1	7.6e-21	4.8e-18	63.9	6.1	37	249	52	274	48	278	0.79	-	GCF_009834125.1_protein.faa_WP_159502921.1
GCF_009834125.1_protein.faa_WP_159504190.1	-	276	kpsM_final_mafft	-	260	3.5e-16	57.8	7.9	1	1	7.8e-19	5e-16	57.3	7.9	37	252	50	275	31	276	0.81	-	GCF_009834125.1_protein.faa_WP_159504190.1
GCF_009834125.1_protein.faa_WP_159507626.1	-	288	kpsM_final_mafft	-	260	6.7e-16	56.9	6.9	1	1	1.4e-18	9.1e-16	56.4	6.9	39	244	65	276	55	283	0.81	-	GCF_009834125.1_protein.faa_WP_159507626.1
GCF_009834125.1_protein.faa_WP_159508324.1	-	290	kpsM_final_mafft	-	260	3.7e-14	51.2	4.5	1	1	8.5e-17	5.4e-14	50.6	4.5	38	220	52	244	48	281	0.85	-	GCF_009834125.1_protein.faa_WP_159508324.1
GCF_009834125.1_protein.faa_WP_159508339.1	-	272	kpsM_final_mafft	-	260	7.3e-14	50.2	5	1	1	1.5e-16	9.6e-14	49.8	5	40	245	45	258	29	270	0.86	-	GCF_009834125.1_protein.faa_WP_159508339.1
GCF_008704445.1_protein.faa_WP_150475268.1	-	309	kpsM_final_mafft	-	260	7.2e-44	148.3	12	1	1	1.7e-46	9.6e-44	147.9	12	4	255	43	305	41	308	0.93	-	GCF_008704445.1_protein.faa_WP_150475268.1
GCF_008704445.1_protein.faa_WP_150475586.1	-	311	kpsM_final_mafft	-	260	1.3e-43	147.5	12	1	1	2.8e-46	1.6e-43	147.1	12	3	255	44	307	42	310	0.93	-	GCF_008704445.1_protein.faa_WP_150475586.1
GCF_008704445.1_protein.faa_WP_150475524.1	-	258	kpsM_final_mafft	-	260	9.2e-17	59.4	4.3	1	1	2.2e-19	1.2e-16	59	4.3	38	245	33	245	23	254	0.83	-	GCF_008704445.1_protein.faa_WP_150475524.1
GCF_008704445.1_protein.faa_WP_244330249.1	-	299	kpsM_final_mafft	-	260	5e-15	53.7	9.7	1	1	1.3e-17	7.7e-15	53.1	9.7	37	252	73	296	69	299	0.83	-	GCF_008704445.1_protein.faa_WP_244330249.1
GCF_023923245.1_protein.faa_WP_073495860.1	-	309	kpsM_final_mafft	-	260	2.7e-42	143.4	10.1	1	1	8.4e-45	3.2e-42	143.1	10.1	3	255	44	305	42	308	0.91	-	GCF_023923245.1_protein.faa_WP_073495860.1
GCF_023923245.1_protein.faa_WP_252555012.1	-	305	kpsM_final_mafft	-	260	4e-41	139.6	10.7	1	1	1.2e-43	4.8e-41	139.3	10.7	3	255	39	301	37	304	0.91	-	GCF_023923245.1_protein.faa_WP_252555012.1
GCF_023923245.1_protein.faa_WP_252552066.1	-	263	kpsM_final_mafft	-	260	2.6e-18	64.8	8.1	1	1	9.6e-21	3.7e-18	64.3	8.1	38	242	33	249	23	260	0.85	-	GCF_023923245.1_protein.faa_WP_252552066.1
GCF_023923245.1_protein.faa_WP_252555721.1	-	263	kpsM_final_mafft	-	260	3e-18	64.6	8	1	1	1.1e-20	4.2e-18	64.1	8	38	242	33	249	23	260	0.85	-	GCF_023923245.1_protein.faa_WP_252555721.1
GCF_023923245.1_protein.faa_WP_073493261.1	-	285	kpsM_final_mafft	-	260	5.2e-14	50.7	2.5	1	1	2.5e-16	9.8e-14	49.8	2.5	38	246	46	277	42	284	0.76	-	GCF_023923245.1_protein.faa_WP_073493261.1
GCF_026409305.1_protein.faa_WP_005754209.1	-	265	kpsM_final_mafft	-	260	9.1e-45	149.8	20.3	1	1	1.5e-47	1.2e-44	149.4	20.3	7	255	12	261	6	264	0.96	-	GCF_026409305.1_protein.faa_WP_005754209.1
GCF_026409305.1_protein.faa_WP_078737760.1	-	255	kpsM_final_mafft	-	260	9.4e-19	64.5	22	1	1	1.6e-21	1.2e-18	64.1	22	37	248	26	246	8	250	0.79	-	GCF_026409305.1_protein.faa_WP_078737760.1
GCF_036224405.1_protein.faa_WP_006139886.1	-	309	kpsM_final_mafft	-	260	2.1e-42	143.5	15.1	1	1	2.7e-45	2.5e-42	143.3	15.1	3	255	44	305	42	308	0.94	-	GCF_036224405.1_protein.faa_WP_006139886.1
GCF_036224405.1_protein.faa_WP_319119274.1	-	311	kpsM_final_mafft	-	260	8.4e-38	128.4	6.6	1	1	1.2e-40	1.1e-37	128	6.6	6	254	49	306	44	309	0.89	-	GCF_036224405.1_protein.faa_WP_319119274.1
GCF_036224405.1_protein.faa_WP_006137782.1	-	273	kpsM_final_mafft	-	260	7.2e-15	53.2	12.6	1	1	2.2e-17	2e-14	51.8	12.6	37	246	49	266	45	273	0.72	-	GCF_036224405.1_protein.faa_WP_006137782.1
GCF_036224405.1_protein.faa_WP_329522625.1	-	264	kpsM_final_mafft	-	260	2e-14	51.8	3.1	1	1	3.8e-17	3.5e-14	51	3.1	38	220	26	218	22	262	0.83	-	GCF_036224405.1_protein.faa_WP_329522625.1
GCF_035324935.1_protein.faa_WP_014168669.1	-	256	kpsM_final_mafft	-	260	7.4e-18	62.6	22.9	1	1	6.7e-21	1e-17	62.1	22.9	37	248	27	247	13	253	0.74	-	GCF_035324935.1_protein.faa_WP_014168669.1
GCF_029542065.1_protein.faa_WP_012027237.1	-	268	kpsM_final_mafft	-	260	1.4e-44	148.9	20.7	1	1	9.2e-48	1.7e-44	148.6	20.7	10	258	7	266	2	268	0.91	-	GCF_029542065.1_protein.faa_WP_012027237.1
GCF_020740535.1_protein.faa_WP_228083368.1	-	302	kpsM_final_mafft	-	260	2.4e-43	146.5	11.6	1	1	1e-45	2.8e-43	146.3	11.6	3	255	36	298	34	301	0.93	-	GCF_020740535.1_protein.faa_WP_228083368.1
GCF_020740535.1_protein.faa_WP_228080480.1	-	288	kpsM_final_mafft	-	260	1.2e-21	75.4	9.5	1	1	6e-24	1.7e-21	74.9	9.5	44	228	56	250	51	275	0.86	-	GCF_020740535.1_protein.faa_WP_228080480.1
GCF_020740535.1_protein.faa_WP_228083782.1	-	263	kpsM_final_mafft	-	260	5.1e-18	63.5	5.4	1	1	2.4e-20	6.7e-18	63.1	5.4	37	242	32	249	13	259	0.85	-	GCF_020740535.1_protein.faa_WP_228083782.1
GCF_020740535.1_protein.faa_WP_228078136.1	-	275	kpsM_final_mafft	-	260	1.2e-16	59	13.4	1	1	8.1e-19	2.2e-16	58.1	13.4	39	251	53	273	51	275	0.87	-	GCF_020740535.1_protein.faa_WP_228078136.1
GCF_020740535.1_protein.faa_WP_228080812.1	-	292	kpsM_final_mafft	-	260	1.6e-15	55.3	12.7	1	1	8.2e-18	2.3e-15	54.8	12.7	40	251	73	288	70	292	0.81	-	GCF_020740535.1_protein.faa_WP_228080812.1
GCF_000304375.1_protein.faa_WP_002851559.1	-	260	kpsM_final_mafft	-	260	2.1e-46	154.7	32.9	1	1	1.5e-49	2.4e-46	154.5	32.9	13	257	3	255	1	257	0.92	-	GCF_000304375.1_protein.faa_WP_002851559.1
GCF_000191445.1_protein.faa_WP_002224374.1	-	265	kpsM_final_mafft	-	260	3.9e-46	154	20.9	1	1	2.6e-49	5.1e-46	153.7	20.9	6	255	11	261	2	264	0.97	-	GCF_000191445.1_protein.faa_WP_002224374.1
GCF_023517695.1_protein.faa_WP_001010536.1	-	257	kpsM_final_mafft	-	260	1.3e-19	68.1	21.5	1	1	1.8e-22	1.8e-19	67.6	21.5	37	249	28	249	2	253	0.83	-	GCF_023517695.1_protein.faa_WP_001010536.1
GCF_023517695.1_protein.faa_WP_000267847.1	-	372	kpsM_final_mafft	-	260	7.7e-15	52.4	15	1	1	1.3e-17	1.3e-14	51.7	15	96	251	212	369	182	371	0.93	-	GCF_023517695.1_protein.faa_WP_000267847.1
GCF_018137945.1_protein.faa_WP_227006988.1	-	283	kpsM_final_mafft	-	260	4e-47	158.1	15.3	1	1	9.4e-50	4.5e-47	157.9	15.3	3	256	21	279	19	282	0.93	-	GCF_018137945.1_protein.faa_WP_227006988.1
GCF_018137945.1_protein.faa_WP_201671718.1	-	284	kpsM_final_mafft	-	260	8.1e-40	134.1	12.3	1	1	2e-42	9.7e-40	133.9	12.3	3	254	23	279	21	283	0.92	-	GCF_018137945.1_protein.faa_WP_201671718.1
GCF_018137945.1_protein.faa_WP_211978274.1	-	276	kpsM_final_mafft	-	260	1.7e-15	54.4	5.9	1	1	4.4e-18	2.1e-15	54.1	5.9	40	252	51	269	32	276	0.87	-	GCF_018137945.1_protein.faa_WP_211978274.1
GCF_020971725.1_protein.faa_WP_014326102.1	-	265	kpsM_final_mafft	-	260	1e-44	149.5	19.8	1	1	1.9e-47	1.3e-44	149.1	19.8	7	255	12	261	6	264	0.96	-	GCF_020971725.1_protein.faa_WP_014326102.1
GCF_020971725.1_protein.faa_WP_075285074.1	-	255	kpsM_final_mafft	-	260	1.2e-18	64	23	1	1	2.3e-21	1.6e-18	63.6	23	37	248	26	246	8	250	0.79	-	GCF_020971725.1_protein.faa_WP_075285074.1
GCF_019797805.1_protein.faa_WP_054489655.1	-	258	kpsM_final_mafft	-	260	2.5e-23	79.6	17.3	1	1	2.8e-26	3.4e-23	79.2	17.3	37	249	29	248	21	254	0.82	-	GCF_019797805.1_protein.faa_WP_054489655.1
GCF_036227465.1_protein.faa_WP_326710143.1	-	309	kpsM_final_mafft	-	260	6.4e-43	145.5	12.9	1	1	1.4e-45	7.5e-43	145.3	12.9	4	255	45	305	42	308	0.94	-	GCF_036227465.1_protein.faa_WP_326710143.1
GCF_036227465.1_protein.faa_WP_326712711.1	-	305	kpsM_final_mafft	-	260	2.9e-39	133.5	13	1	1	6.7e-42	3.6e-39	133.2	13	4	255	41	301	38	304	0.91	-	GCF_036227465.1_protein.faa_WP_326712711.1
GCF_036227465.1_protein.faa_WP_227294048.1	-	264	kpsM_final_mafft	-	260	2.3e-17	61.8	6.8	1	1	5.6e-20	3e-17	61.4	6.8	38	247	33	252	22	263	0.84	-	GCF_036227465.1_protein.faa_WP_227294048.1
GCF_036227465.1_protein.faa_WP_326713290.1	-	274	kpsM_final_mafft	-	260	9.3e-17	59.8	12.9	1	1	2.7e-19	1.4e-16	59.2	12.9	37	252	48	273	43	274	0.82	-	GCF_036227465.1_protein.faa_WP_326713290.1
GCF_036227465.1_protein.faa_WP_328543282.1	-	263	kpsM_final_mafft	-	260	1.3e-15	56	6.6	1	1	3.3e-18	1.8e-15	55.5	6.6	38	246	33	251	23	259	0.84	-	GCF_036227465.1_protein.faa_WP_328543282.1
GCF_036227465.1_protein.faa_WP_326711428.1	-	280	kpsM_final_mafft	-	260	3.2e-14	51.4	2.4	1	1	8.6e-17	4.6e-14	50.9	2.4	38	251	45	269	41	276	0.82	-	GCF_036227465.1_protein.faa_WP_326711428.1
GCF_017356785.1_protein.faa_WP_002855788.1	-	260	kpsM_final_mafft	-	260	8.1e-47	156	32.6	1	1	5.7e-50	9.2e-47	155.8	32.6	13	257	3	255	1	257	0.93	-	GCF_017356785.1_protein.faa_WP_002855788.1
GCF_000466065.2_protein.faa_WP_002851559.1	-	260	kpsM_final_mafft	-	260	2.2e-46	154.7	32.9	1	1	1.5e-49	2.5e-46	154.5	32.9	13	257	3	255	1	257	0.92	-	GCF_000466065.2_protein.faa_WP_002851559.1
GCF_035917195.1_protein.faa_WP_055616163.1	-	309	kpsM_final_mafft	-	260	5.8e-43	146	12	1	1	1.2e-45	6.8e-43	145.8	12	3	255	44	305	42	308	0.93	-	GCF_035917195.1_protein.faa_WP_055616163.1
GCF_035917195.1_protein.faa_WP_055614079.1	-	311	kpsM_final_mafft	-	260	7.1e-36	122.8	12.4	1	1	1.5e-38	8.7e-36	122.5	12.4	4	255	46	307	43	310	0.91	-	GCF_035917195.1_protein.faa_WP_055614079.1
GCF_035917195.1_protein.faa_WP_055616043.1	-	266	kpsM_final_mafft	-	260	3.4e-17	61.6	8.9	1	1	7.7e-20	4.5e-17	61.2	8.9	38	248	35	256	15	263	0.85	-	GCF_035917195.1_protein.faa_WP_055616043.1
GCF_035917195.1_protein.faa_WP_326729844.1	-	264	kpsM_final_mafft	-	260	1.2e-16	59.7	5.9	1	1	3e-19	1.7e-16	59.3	5.9	38	248	33	254	23	260	0.83	-	GCF_035917195.1_protein.faa_WP_326729844.1
GCF_035917195.1_protein.faa_WP_326730583.1	-	277	kpsM_final_mafft	-	260	8.5e-14	50.4	11.2	1	1	2.8e-16	1.6e-13	49.5	11.2	37	251	51	275	47	277	0.8	-	GCF_035917195.1_protein.faa_WP_326730583.1
GCF_002162195.1_protein.faa_WP_075293852.1	-	254	kpsM_final_mafft	-	260	3.4e-19	65.7	22.9	1	1	2.7e-22	5.1e-19	65.1	22.9	37	249	25	244	9	249	0.75	-	GCF_002162195.1_protein.faa_WP_075293852.1
GCF_000007985.2_protein.faa_WP_010942150.1	-	283	kpsM_final_mafft	-	260	9.5e-58	192.9	14.1	1	1	1.4e-60	1.1e-57	192.6	14.1	5	259	27	282	23	283	0.97	-	GCF_000007985.2_protein.faa_WP_010942150.1
GCF_000007985.2_protein.faa_WP_010944065.1	-	251	kpsM_final_mafft	-	260	1.2e-16	58.2	9	1	1	1.8e-19	1.5e-16	57.8	9	58	252	47	248	19	251	0.8	-	GCF_000007985.2_protein.faa_WP_010944065.1
GCF_000746665.1_protein.faa_WP_013571148.1	-	256	kpsM_final_mafft	-	260	6e-20	69.3	20.8	1	1	5.7e-23	8.2e-20	68.9	20.8	37	251	27	248	12	252	0.8	-	GCF_000746665.1_protein.faa_WP_013571148.1
GCF_029718885.1_protein.faa_WP_014168669.1	-	256	kpsM_final_mafft	-	260	7.6e-18	62.6	22.9	1	1	6.7e-21	1e-17	62.1	22.9	37	248	27	247	13	253	0.74	-	GCF_029718885.1_protein.faa_WP_014168669.1
GCF_003610995.1_protein.faa_WP_109162573.1	-	309	kpsM_final_mafft	-	260	3e-44	149.4	11.8	1	1	1e-46	3.9e-44	149.1	11.8	5	255	46	305	43	308	0.93	-	GCF_003610995.1_protein.faa_WP_109162573.1
GCF_003610995.1_protein.faa_WP_109165398.1	-	308	kpsM_final_mafft	-	260	4.1e-41	139.2	6.6	1	1	1.3e-43	4.9e-41	138.9	6.6	4	255	44	304	41	307	0.92	-	GCF_003610995.1_protein.faa_WP_109165398.1
GCF_003610995.1_protein.faa_WP_109165997.1	-	288	kpsM_final_mafft	-	260	9.4e-18	62.6	10.8	1	1	5.2e-20	1.9e-17	61.6	11	38	252	62	287	57	288	0.77	-	GCF_003610995.1_protein.faa_WP_109165997.1
GCF_003610995.1_protein.faa_WP_109165222.1	-	263	kpsM_final_mafft	-	260	9.5e-17	59.3	2.7	1	1	3.4e-19	1.3e-16	58.9	2.7	38	242	33	247	23	260	0.86	-	GCF_003610995.1_protein.faa_WP_109165222.1
GCF_003610995.1_protein.faa_WP_109163916.1	-	287	kpsM_final_mafft	-	260	2.9e-15	54.5	4	1	1	1.9e-17	7e-15	53.2	3.9	38	221	48	240	44	275	0.84	-	GCF_003610995.1_protein.faa_WP_109163916.1
GCF_003610995.1_protein.faa_WP_109162512.1	-	266	kpsM_final_mafft	-	260	3.2e-14	51	7.8	1	1	1.2e-16	4.3e-14	50.6	7.8	37	220	32	218	28	261	0.88	-	GCF_003610995.1_protein.faa_WP_109162512.1
GCF_003261035.1_protein.faa_WP_112110476.1	-	264	kpsM_final_mafft	-	260	2.2e-75	249.9	24.7	1	1	5.2e-78	2.5e-75	249.7	24.7	5	259	9	263	5	264	0.97	-	GCF_003261035.1_protein.faa_WP_112110476.1
GCF_003261035.1_protein.faa_WP_112110764.1	-	253	kpsM_final_mafft	-	260	6.8e-19	64.7	17.9	1	1	2e-21	9.8e-19	64.2	17.9	37	246	24	242	19	248	0.79	-	GCF_003261035.1_protein.faa_WP_112110764.1
GCF_001753085.1_protein.faa_WP_010946509.1	-	283	kpsM_final_mafft	-	260	1.7e-51	172.2	22.4	1	1	2.6e-54	2e-51	172	22.4	4	258	27	281	24	283	0.98	-	GCF_001753085.1_protein.faa_WP_010946509.1
GCF_001753085.1_protein.faa_WP_010946136.1	-	257	kpsM_final_mafft	-	260	5.8e-20	68.9	23.7	1	1	1.2e-22	9.4e-20	68.2	23.7	15	251	10	250	3	256	0.83	-	GCF_001753085.1_protein.faa_WP_010946136.1
GCF_011820545.1_protein.faa_WP_030792658.1	-	309	kpsM_final_mafft	-	260	3.5e-43	146.3	15.2	1	1	7.1e-46	4.3e-43	146.1	15.2	3	255	44	305	42	308	0.95	-	GCF_011820545.1_protein.faa_WP_030792658.1
GCF_011820545.1_protein.faa_WP_030782906.1	-	304	kpsM_final_mafft	-	260	7.2e-40	135.5	10.4	1	1	1.4e-42	8.7e-40	135.2	10.4	3	255	39	300	37	303	0.91	-	GCF_011820545.1_protein.faa_WP_030782906.1
GCF_011820545.1_protein.faa_WP_030782062.1	-	263	kpsM_final_mafft	-	260	1e-15	56.3	6.1	1	1	2.2e-18	1.4e-15	55.9	6.1	38	246	33	251	23	260	0.85	-	GCF_011820545.1_protein.faa_WP_030782062.1
GCF_011820545.1_protein.faa_WP_030778667.1	-	285	kpsM_final_mafft	-	260	8.4e-14	50	2.3	1	1	2.7e-16	1.7e-13	49.1	2.3	38	246	46	277	42	284	0.76	-	GCF_011820545.1_protein.faa_WP_030778667.1
GCF_000761215.1_protein.faa_WP_043505288.1	-	309	kpsM_final_mafft	-	260	2.2e-43	146.7	9.4	1	1	5.4e-46	2.7e-43	146.4	9.4	3	255	44	305	42	308	0.93	-	GCF_000761215.1_protein.faa_WP_043505288.1
GCF_000761215.1_protein.faa_WP_043501348.1	-	312	kpsM_final_mafft	-	260	8.4e-39	131.7	8.7	1	1	2.2e-41	1.1e-38	131.3	8.7	4	255	47	308	45	311	0.91	-	GCF_000761215.1_protein.faa_WP_043501348.1
GCF_000761215.1_protein.faa_WP_043502667.1	-	263	kpsM_final_mafft	-	260	4.5e-17	60.5	3.4	1	1	1.2e-19	6.2e-17	60	3.4	38	242	33	249	23	257	0.85	-	GCF_000761215.1_protein.faa_WP_043502667.1
GCF_000761215.1_protein.faa_WP_043500342.1	-	291	kpsM_final_mafft	-	260	5.9e-16	56.8	6	1	1	1.9e-18	9.3e-16	56.2	6	37	251	65	289	61	291	0.85	-	GCF_000761215.1_protein.faa_WP_043500342.1
GCF_000761215.1_protein.faa_WP_043503358.1	-	269	kpsM_final_mafft	-	260	1e-14	52.7	8	1	1	2.8e-17	1.4e-14	52.3	8	39	251	48	267	44	269	0.8	-	GCF_000761215.1_protein.faa_WP_043503358.1
GCF_030370235.1_protein.faa_WP_006248287.1	-	265	kpsM_final_mafft	-	260	4.6e-46	154.1	19.6	1	1	4.7e-49	5.8e-46	153.8	19.6	8	255	13	261	6	264	0.96	-	GCF_030370235.1_protein.faa_WP_006248287.1
GCF_030370235.1_protein.faa_WP_006249091.1	-	253	kpsM_final_mafft	-	260	1.9e-18	63.6	18.1	1	1	2.1e-21	2.6e-18	63.2	18.1	37	249	24	245	19	249	0.85	-	GCF_030370235.1_protein.faa_WP_006249091.1
GCF_002591335.1_protein.faa_WP_079153686.1	-	311	kpsM_final_mafft	-	260	1.8e-39	134.3	9	1	1	4.6e-42	2.2e-39	134	9	3	255	44	307	42	310	0.91	-	GCF_002591335.1_protein.faa_WP_079153686.1
GCF_002591335.1_protein.faa_WP_069867780.1	-	262	kpsM_final_mafft	-	260	8.8e-19	66.5	5.1	1	1	2.4e-21	1.1e-18	66.1	5.1	46	222	34	219	29	257	0.83	-	GCF_002591335.1_protein.faa_WP_069867780.1
GCF_002591335.1_protein.faa_WP_069871560.1	-	276	kpsM_final_mafft	-	260	3.2e-18	64.6	5.5	1	1	8.6e-21	4e-18	64.3	5.5	34	250	44	272	24	274	0.78	-	GCF_002591335.1_protein.faa_WP_069871560.1
GCF_002591335.1_protein.faa_WP_069869257.1	-	274	kpsM_final_mafft	-	260	2.2e-17	61.9	10	1	1	7.8e-20	3.6e-17	61.2	10	33	251	44	271	23	274	0.74	-	GCF_002591335.1_protein.faa_WP_069869257.1
GCF_002591335.1_protein.faa_WP_069868640.1	-	262	kpsM_final_mafft	-	260	2.4e-17	61.8	7.1	1	1	7.1e-20	3.3e-17	61.3	7.1	43	231	30	227	24	252	0.8	-	GCF_002591335.1_protein.faa_WP_069868640.1
GCF_002591335.1_protein.faa_WP_069868974.1	-	272	kpsM_final_mafft	-	260	1.2e-16	59.4	8.3	1	1	3.6e-19	1.7e-16	59	8.3	38	248	42	262	32	268	0.86	-	GCF_002591335.1_protein.faa_WP_069868974.1
GCF_002591335.1_protein.faa_WP_069871725.1	-	289	kpsM_final_mafft	-	260	7.3e-15	53.6	4.6	1	1	2.1e-17	9.8e-15	53.2	4.6	39	235	67	270	63	284	0.8	-	GCF_002591335.1_protein.faa_WP_069871725.1
GCF_002591335.1_protein.faa_WP_079258773.1	-	287	kpsM_final_mafft	-	260	1e-14	53.1	3.2	1	1	3.3e-17	1.5e-14	52.6	3.2	38	221	50	244	46	284	0.81	-	GCF_002591335.1_protein.faa_WP_079258773.1
GCF_008931305.1_protein.faa_WP_003972239.1	-	309	kpsM_final_mafft	-	260	9.3e-44	148.2	9.8	1	1	2.2e-46	1.1e-43	147.9	9.8	2	255	43	305	42	308	0.93	-	GCF_008931305.1_protein.faa_WP_003972239.1
GCF_008931305.1_protein.faa_WP_003975816.1	-	318	kpsM_final_mafft	-	260	1.6e-43	147.4	8	1	1	3.9e-46	1.9e-43	147.1	8	4	255	53	314	50	317	0.92	-	GCF_008931305.1_protein.faa_WP_003975816.1
GCF_008931305.1_protein.faa_WP_003974578.1	-	262	kpsM_final_mafft	-	260	9e-17	59.7	4	1	1	2.4e-19	1.2e-16	59.3	4	38	248	33	252	23	259	0.83	-	GCF_008931305.1_protein.faa_WP_003974578.1
GCF_008931305.1_protein.faa_WP_003976554.1	-	274	kpsM_final_mafft	-	260	9.7e-15	53.1	9.7	1	1	3.8e-17	1.9e-14	52.1	9.7	37	251	48	272	43	274	0.77	-	GCF_008931305.1_protein.faa_WP_003976554.1
GCF_008931305.1_protein.faa_WP_003974012.1	-	285	kpsM_final_mafft	-	260	3.2e-14	51.3	2.2	1	1	1.1e-16	5.6e-14	50.6	2.2	37	247	45	278	41	284	0.73	-	GCF_008931305.1_protein.faa_WP_003974012.1
GCF_036250345.1_protein.faa_WP_419196439.1	-	305	kpsM_final_mafft	-	260	3.3e-42	143.1	10.9	1	1	4.9e-45	4.1e-42	142.8	10.9	5	255	44	301	41	304	0.94	-	GCF_036250345.1_protein.faa_WP_419196439.1
GCF_036250345.1_protein.faa_WP_018558132.1	-	307	kpsM_final_mafft	-	260	1.2e-40	138	12.2	1	1	1.6e-43	1.4e-40	137.8	12.2	3	255	44	303	42	306	0.93	-	GCF_036250345.1_protein.faa_WP_018558132.1
GCF_036250345.1_protein.faa_WP_018562880.1	-	263	kpsM_final_mafft	-	260	5.3e-18	63.7	5.4	1	1	8.4e-21	7.1e-18	63.3	5.4	37	242	32	249	19	261	0.87	-	GCF_036250345.1_protein.faa_WP_018562880.1
GCF_036250345.1_protein.faa_WP_018556795.1	-	264	kpsM_final_mafft	-	260	1.6e-16	58.9	4.9	1	1	2.7e-19	2.3e-16	58.4	4.9	38	248	33	253	23	261	0.84	-	GCF_036250345.1_protein.faa_WP_018556795.1
GCF_036250345.1_protein.faa_WP_018561351.1	-	285	kpsM_final_mafft	-	260	6.3e-14	50.4	3.2	1	1	1.4e-16	1.2e-13	49.5	3.3	38	220	48	239	44	277	0.84	-	GCF_036250345.1_protein.faa_WP_018561351.1
GCF_004353225.1_protein.faa_WP_133005301.1	-	257	kpsM_final_mafft	-	260	1.7e-19	67.5	20.1	1	1	2.9e-22	2.4e-19	67	20.1	37	248	28	248	8	253	0.81	-	GCF_004353225.1_protein.faa_WP_133005301.1
GCF_004353225.1_protein.faa_WP_133005529.1	-	253	kpsM_final_mafft	-	260	1.8e-14	51	21.7	1	1	3.9e-17	3.2e-14	50.2	21.7	37	251	24	247	11	250	0.75	-	GCF_004353225.1_protein.faa_WP_133005529.1
GCF_036244815.1_protein.faa_WP_313940237.1	-	309	kpsM_final_mafft	-	260	2.4e-42	143.7	13.7	1	1	6.5e-45	2.8e-42	143.5	13.7	3	255	44	305	42	308	0.92	-	GCF_036244815.1_protein.faa_WP_313940237.1
GCF_036244815.1_protein.faa_WP_329451770.1	-	316	kpsM_final_mafft	-	260	1.4e-39	134.6	8	1	1	4.1e-42	1.8e-39	134.3	8	4	254	52	311	49	314	0.93	-	GCF_036244815.1_protein.faa_WP_329451770.1
GCF_036244815.1_protein.faa_WP_313939947.1	-	263	kpsM_final_mafft	-	260	3e-18	64.7	4.4	1	1	8.6e-21	3.7e-18	64.4	4.4	30	243	25	250	9	261	0.85	-	GCF_036244815.1_protein.faa_WP_313939947.1
