target_ID	accession_1	tlen	query_ID	accession_2	qlen	e_value_seq	score_seq	bias_seq	#	of	c_value	i_value	score_dom	bias_dom	hmm_from	hmm_to	ali_from	ali_to	env_from	env_to	acc	description	View_kpsD_ncbi_40_complete$target_ID
GCF_014892695.1_protein.faa_WP_193001473.1	-	255	kpsD_final_mafft	-	594	4e-38	128.9	0	1	2	7.5e-27	2.7e-23	79.9	0	130	255	24	151	18	157	0.94	-	GCF_014892695.1_protein.faa_WP_193001473.1
GCF_030347175.1_protein.faa_WP_001331697.1	-	558	kpsD_final_mafft	-	594	3.6e-186	618.2	1.3	1	1	2.6e-189	4e-186	618	1.3	58	578	8	557	1	558	0.87	-	GCF_030347175.1_protein.faa_WP_001331697.1
GCF_030347175.1_protein.faa_WP_000978094.1	-	379	kpsD_final_mafft	-	594	4.6e-34	115.9	2.8	1	1	7.8e-37	1.2e-33	114.5	2.8	122	363	72	346	1	354	0.85	-	GCF_030347175.1_protein.faa_WP_000978094.1
GCF_009498375.1_protein.faa_WP_002901014.1	-	552	kpsD_final_mafft	-	594	1.4e-179	595	15.3	1	1	8.7e-183	1.6e-179	594.9	15.3	49	579	1	552	1	552	0.89	-	GCF_009498375.1_protein.faa_WP_002901014.1
GCF_022220365.1_protein.faa_WP_002869183.1	-	552	kpsD_final_mafft	-	594	3.9e-180	596.8	14.9	1	1	2.6e-183	4.4e-180	596.6	14.9	49	579	1	552	1	552	0.9	-	GCF_022220365.1_protein.faa_WP_002869183.1
GCF_029773345.1_protein.faa_WP_279502721.1	-	874	kpsD_final_mafft	-	594	3e-141	469.6	8	1	2	9.1e-95	3.5e-91	304.2	3.5	54	443	6	486	1	547	0.72	-	GCF_029773345.1_protein.faa_WP_279502721.1
GCF_012898015.1_protein.faa_WP_168985467.1	-	552	kpsD_final_mafft	-	594	1.1e-177	588.7	15.3	1	1	7.2e-181	1.2e-177	588.6	15.3	49	579	1	552	1	552	0.9	-	GCF_012898015.1_protein.faa_WP_168985467.1
GCF_007833295.1_protein.faa_WP_001331697.1	-	558	kpsD_final_mafft	-	594	3.8e-186	618.2	1.3	1	1	2.6e-189	4.2e-186	618	1.3	58	578	8	557	1	558	0.87	-	GCF_007833295.1_protein.faa_WP_001331697.1
GCF_007833295.1_protein.faa_WP_000978098.1	-	379	kpsD_final_mafft	-	594	5.4e-34	115.7	2.9	1	1	8.5e-37	1.4e-33	114.3	2.9	122	363	72	346	1	353	0.84	-	GCF_007833295.1_protein.faa_WP_000978098.1
GCF_030389595.1_protein.faa_WP_001331697.1	-	558	kpsD_final_mafft	-	594	3.5e-186	618.2	1.3	1	1	2.6e-189	3.9e-186	618	1.3	58	578	8	557	1	558	0.87	-	GCF_030389595.1_protein.faa_WP_001331697.1
GCF_030389595.1_protein.faa_WP_000978107.1	-	379	kpsD_final_mafft	-	594	4.2e-34	116	2.7	1	1	7e-37	1.1e-33	114.6	2.7	122	363	72	346	1	354	0.84	-	GCF_030389595.1_protein.faa_WP_000978107.1
GCF_002209025.1_protein.faa_WP_002851485.1	-	552	kpsD_final_mafft	-	594	5.4e-179	592.9	15.7	1	1	3.8e-182	6.1e-179	592.8	15.7	49	579	1	552	1	552	0.89	-	GCF_002209025.1_protein.faa_WP_002851485.1
GCF_016903535.1_protein.faa_WP_001346441.1	-	379	kpsD_final_mafft	-	594	3e-39	132.9	1.4	1	1	3.5e-42	3.8e-39	132.5	1.4	114	365	68	346	1	356	0.8	-	GCF_016903535.1_protein.faa_WP_001346441.1
GCF_016903535.1_protein.faa_WP_000978098.1	-	379	kpsD_final_mafft	-	594	4.7e-34	115.7	2.9	1	1	1.1e-36	1.2e-33	114.3	2.9	122	363	72	346	1	353	0.84	-	GCF_016903535.1_protein.faa_WP_000978098.1
GCF_020717785.1_protein.faa_WP_257897127.1	-	900	kpsD_final_mafft	-	594	9e-147	488.1	11.6	1	2	3.8e-99	4.6e-96	320.7	7.2	55	443	10	494	1	562	0.75	-	GCF_020717785.1_protein.faa_WP_257897127.1
GCF_020717785.1_protein.faa_WP_005394266.1	-	700	kpsD_final_mafft	-	594	1e-95	319.5	10.7	1	5	1.1e-35	1.3e-32	111.1	2.9	129	286	25	182	19	197	0.92	-	GCF_020717785.1_protein.faa_WP_005394266.1
GCF_020717785.1_protein.faa_WP_006740798.1	-	372	kpsD_final_mafft	-	594	1.4e-41	140.7	0.2	1	1	1.6e-44	1.9e-41	140.3	0.2	125	365	74	340	3	350	0.86	-	GCF_020717785.1_protein.faa_WP_006740798.1
GCF_020717785.1_protein.faa_WP_145472145.1	-	177	kpsD_final_mafft	-	594	8.6e-19	65.5	0.5	1	1	2.7e-21	3.3e-18	63.6	0.5	129	253	25	150	13	175	0.88	-	GCF_020717785.1_protein.faa_WP_145472145.1
GCF_009763445.1_protein.faa_WP_031778095.1	-	890	kpsD_final_mafft	-	594	2.8e-149	496.3	12.8	1	2	2.6e-102	2.9e-99	331.1	8.4	57	443	12	491	1	552	0.75	-	GCF_009763445.1_protein.faa_WP_031778095.1
GCF_009763445.1_protein.faa_WP_049877691.1	-	688	kpsD_final_mafft	-	594	1.4e-94	315.6	11	1	5	4.9e-35	5.4e-32	109	3.3	129	287	13	171	8	189	0.92	-	GCF_009763445.1_protein.faa_WP_049877691.1
GCF_009763445.1_protein.faa_WP_005458384.1	-	373	kpsD_final_mafft	-	594	8.8e-41	138	0.4	1	1	1.2e-43	1.3e-40	137.4	0.4	127	365	77	341	61	351	0.87	-	GCF_009763445.1_protein.faa_WP_005458384.1
GCF_009763445.1_protein.faa_WP_031778533.1	-	177	kpsD_final_mafft	-	594	1.9e-20	70.8	0.6	1	1	5.3e-23	5.9e-20	69.2	0.6	114	259	14	158	9	175	0.88	-	GCF_009763445.1_protein.faa_WP_031778533.1
GCF_002777455.1_protein.faa_WP_035498656.1	-	385	kpsD_final_mafft	-	594	1.7000000000000001e-35	119.5	4	1	1	1.2e-38	2.7e-35	118.9	4	129	346	79	312	64	332	0.88	-	GCF_002777455.1_protein.faa_WP_035498656.1
GCF_003287015.1_protein.faa_WP_112741727.1	-	568	kpsD_final_mafft	-	594	1.1e-168	559.7	20.2	1	1	4.4e-172	1.2e-168	559.5	20.2	49	578	1	567	1	568	0.87	-	GCF_003287015.1_protein.faa_WP_112741727.1
GCF_004153325.1_protein.faa_WP_012848788.1	-	183	kpsD_final_mafft	-	594	9.3e-24	81.4	0	1	1	5.1e-27	1.8e-23	80.5	0	129	285	32	179	20	181	0.91	-	GCF_004153325.1_protein.faa_WP_012848788.1
GCF_904863255.1_protein.faa_WP_001301060.1	-	558	kpsD_final_mafft	-	594	1.2e-185	616.6	1.4	1	1	7.6e-189	1.3e-185	616.5	1.4	58	578	8	557	1	558	0.87	-	GCF_904863255.1_protein.faa_WP_001301060.1
GCF_904863255.1_protein.faa_WP_000978094.1	-	379	kpsD_final_mafft	-	594	5e-34	115.9	2.8	1	1	7.8e-37	1.3e-33	114.5	2.8	122	363	72	346	1	354	0.85	-	GCF_904863255.1_protein.faa_WP_000978094.1
GCF_019443605.1_protein.faa_WP_001298258.1	-	558	kpsD_final_mafft	-	594	3.7e-186	618.2	1.3	1	1	3.4e-189	4.1e-186	618	1.3	58	578	8	557	1	558	0.87	-	GCF_019443605.1_protein.faa_WP_001298258.1
GCF_019443605.1_protein.faa_WP_000978098.1	-	379	kpsD_final_mafft	-	594	5.1e-34	115.7	2.9	1	1	1.1e-36	1.4e-33	114.3	2.9	122	363	72	346	1	353	0.84	-	GCF_019443605.1_protein.faa_WP_000978098.1
GCF_001951235.1_protein.faa_WP_002851485.1	-	552	kpsD_final_mafft	-	594	5.7e-179	592.9	15.7	1	1	3.8e-182	6.4e-179	592.8	15.7	49	579	1	552	1	552	0.89	-	GCF_001951235.1_protein.faa_WP_002851485.1
GCF_003097535.1_protein.faa_WP_245892218.1	-	234	kpsD_final_mafft	-	594	5.1e-21	72.1	3.9	1	1	4.6e-24	6.6e-21	71.7	3.9	152	292	67	207	61	213	0.87	-	GCF_003097535.1_protein.faa_WP_245892218.1
GCF_003097535.1_protein.faa_WP_108902281.1	-	263	kpsD_final_mafft	-	594	2.3e-19	66.6	0.5	1	2	0.27	390	-3.5	0	132	283	47	56	23	65	0.56	-	GCF_003097535.1_protein.faa_WP_108902281.1
GCF_006274235.1_protein.faa_WP_014325759.1	-	387	kpsD_final_mafft	-	594	8.4e-38	127.2	0.3	1	1	1.2e-40	1.4e-37	126.5	0.3	126	337	78	305	55	338	0.88	-	GCF_006274235.1_protein.faa_WP_014325759.1
GCF_020719285.1_protein.faa_WP_002855298.1	-	552	kpsD_final_mafft	-	594	1.7e-180	597.9	15.8	1	1	1.2e-183	1.9e-180	597.8	15.8	49	579	1	552	1	552	0.89	-	GCF_020719285.1_protein.faa_WP_002855298.1
GCF_016904615.1_protein.faa_WP_001331697.1	-	558	kpsD_final_mafft	-	594	3.7e-186	618.2	1.3	1	1	3.4e-189	4.1e-186	618	1.3	58	578	8	557	1	558	0.87	-	GCF_016904615.1_protein.faa_WP_001331697.1
GCF_016904615.1_protein.faa_WP_000978094.1	-	379	kpsD_final_mafft	-	594	4.7e-34	115.9	2.8	1	1	1e-36	1.2e-33	114.5	2.8	122	363	72	346	1	354	0.85	-	GCF_016904615.1_protein.faa_WP_000978094.1
GCF_017356765.1_protein.faa_WP_002856463.1	-	552	kpsD_final_mafft	-	594	2.8e-179	593.9	15.5	1	1	2e-182	3.2e-179	593.7	15.5	49	579	1	552	1	552	0.89	-	GCF_017356765.1_protein.faa_WP_002856463.1
GCF_024499245.1_protein.faa_WP_001295357.1	-	379	kpsD_final_mafft	-	594	2.9e-39	132.9	1.4	1	1	3.5e-42	3.7e-39	132.5	1.4	114	365	68	346	1	356	0.8	-	GCF_024499245.1_protein.faa_WP_001295357.1
GCF_024499245.1_protein.faa_WP_000978094.1	-	379	kpsD_final_mafft	-	594	4.2e-34	115.9	2.8	1	1	1e-36	1.1e-33	114.5	2.8	122	363	72	346	1	354	0.85	-	GCF_024499245.1_protein.faa_WP_000978094.1
GCF_026074175.1_protein.faa_WP_001298258.1	-	558	kpsD_final_mafft	-	594	3.8e-186	618.2	1.3	1	1	3.4e-189	4.2e-186	618	1.3	58	578	8	557	1	558	0.87	-	GCF_026074175.1_protein.faa_WP_001298258.1
GCF_026074175.1_protein.faa_WP_000978098.1	-	379	kpsD_final_mafft	-	594	5.3e-34	115.7	2.9	1	1	1.1e-36	1.4e-33	114.3	2.9	122	363	72	346	1	353	0.84	-	GCF_026074175.1_protein.faa_WP_000978098.1
GCF_900636625.1_protein.faa_WP_010906973.1	-	387	kpsD_final_mafft	-	594	9.8e-38	126.8	0.4	1	1	1.6e-40	1.6e-37	126.1	0.4	126	337	78	305	57	336	0.88	-	GCF_900636625.1_protein.faa_WP_010906973.1
GCF_016904075.1_protein.faa_WP_001331697.1	-	558	kpsD_final_mafft	-	594	3.7e-186	618.2	1.3	1	1	2.6e-189	4.2e-186	618	1.3	58	578	8	557	1	558	0.87	-	GCF_016904075.1_protein.faa_WP_001331697.1
GCF_016904075.1_protein.faa_WP_000978094.1	-	379	kpsD_final_mafft	-	594	4.8e-34	115.9	2.8	1	1	7.8e-37	1.3e-33	114.5	2.8	122	363	72	346	1	354	0.85	-	GCF_016904075.1_protein.faa_WP_000978094.1
GCF_000830805.1_protein.faa_WP_002851485.1	-	552	kpsD_final_mafft	-	594	5.4e-179	592.9	15.7	1	1	3.8e-182	6.1e-179	592.8	15.7	49	579	1	552	1	552	0.89	-	GCF_000830805.1_protein.faa_WP_002851485.1
GCF_013315695.1_protein.faa_WP_001298258.1	-	558	kpsD_final_mafft	-	594	3.8e-186	618.2	1.3	1	1	2.6e-189	4.2e-186	618	1.3	58	578	8	557	1	558	0.87	-	GCF_013315695.1_protein.faa_WP_001298258.1
GCF_013315695.1_protein.faa_WP_000978094.1	-	379	kpsD_final_mafft	-	594	4.9e-34	115.9	2.8	1	1	7.8e-37	1.3e-33	114.5	2.8	122	363	72	346	1	354	0.85	-	GCF_013315695.1_protein.faa_WP_000978094.1
GCF_001244315.1_protein.faa_WP_025559172.1	-	890	kpsD_final_mafft	-	594	2.7e-148	493	11.8	1	2	1.1e-101	1.2e-98	329.1	7.1	57	442	12	485	1	552	0.75	-	GCF_001244315.1_protein.faa_WP_025559172.1
GCF_001244315.1_protein.faa_WP_228550372.1	-	688	kpsD_final_mafft	-	594	2.2e-94	315	10.2	1	5	5.3e-35	5.8e-32	108.8	3.3	129	286	13	170	8	183	0.92	-	GCF_001244315.1_protein.faa_WP_228550372.1
GCF_001244315.1_protein.faa_WP_053048295.1	-	373	kpsD_final_mafft	-	594	3.8e-41	139.2	0.5	1	1	5e-44	5.6e-41	138.6	0.5	127	365	77	341	61	351	0.87	-	GCF_001244315.1_protein.faa_WP_053048295.1
GCF_001244315.1_protein.faa_WP_005463089.1	-	177	kpsD_final_mafft	-	594	6.4e-20	69.1	0.8	1	1	2.1e-22	2.3e-19	67.2	0.7	115	258	15	157	11	171	0.88	-	GCF_001244315.1_protein.faa_WP_005463089.1
GCF_022654245.1_protein.faa_WP_001331697.1	-	558	kpsD_final_mafft	-	594	3.3e-186	618.2	1.3	1	1	4.3e-189	3.6e-186	618	1.3	58	578	8	557	1	558	0.87	-	GCF_022654245.1_protein.faa_WP_001331697.1
GCF_022654245.1_protein.faa_WP_001295357.1	-	379	kpsD_final_mafft	-	594	2.9e-39	132.9	1.4	1	1	4.4e-42	3.7e-39	132.5	1.4	114	365	68	346	1	356	0.8	-	GCF_022654245.1_protein.faa_WP_001295357.1
GCF_022654245.1_protein.faa_WP_000978094.1	-	379	kpsD_final_mafft	-	594	4.2e-34	115.9	2.8	1	1	1.3e-36	1.1e-33	114.5	2.8	122	363	72	346	1	354	0.85	-	GCF_022654245.1_protein.faa_WP_000978094.1
GCF_025808215.1_protein.faa_WP_001298258.1	-	558	kpsD_final_mafft	-	594	3.7e-186	618.2	1.3	1	1	2.6e-189	4.1e-186	618	1.3	58	578	8	557	1	558	0.87	-	GCF_025808215.1_protein.faa_WP_001298258.1
GCF_025808215.1_protein.faa_WP_000978094.1	-	379	kpsD_final_mafft	-	594	4.7e-34	115.9	2.8	1	1	7.8e-37	1.3e-33	114.5	2.8	122	363	72	346	1	354	0.85	-	GCF_025808215.1_protein.faa_WP_000978094.1
GCF_001587035.1_protein.faa_WP_002781121.1	-	552	kpsD_final_mafft	-	594	4.3e-180	596.7	15	1	1	2.7e-183	4.8e-180	596.6	15	49	579	1	552	1	552	0.9	-	GCF_001587035.1_protein.faa_WP_002781121.1
GCF_026506335.1_protein.faa_WP_001331697.1	-	558	kpsD_final_mafft	-	594	3.7e-186	618.2	1.3	1	1	3.4e-189	4.1e-186	618	1.3	58	578	8	557	1	558	0.87	-	GCF_026506335.1_protein.faa_WP_001331697.1
GCF_026506335.1_protein.faa_WP_000978094.1	-	379	kpsD_final_mafft	-	594	4.8e-34	115.9	2.8	1	1	1e-36	1.3e-33	114.5	2.8	122	363	72	346	1	354	0.85	-	GCF_026506335.1_protein.faa_WP_000978094.1
GCF_026153375.1_protein.faa_WP_010906973.1	-	387	kpsD_final_mafft	-	594	9.9e-38	126.8	0.4	1	1	1.6e-40	1.6e-37	126.1	0.4	126	337	78	305	57	336	0.88	-	GCF_026153375.1_protein.faa_WP_010906973.1
GCF_024334045.1_protein.faa_WP_254990527.1	-	552	kpsD_final_mafft	-	594	1.7e-179	594.7	15.2	1	1	1.2e-182	2e-179	594.5	15.2	49	579	1	552	1	552	0.89	-	GCF_024334045.1_protein.faa_WP_254990527.1
GCF_900478175.1_protein.faa_WP_111759055.1	-	387	kpsD_final_mafft	-	594	1e-37	126.7	0.3	1	1	1.6e-40	1.7e-37	126.1	0.3	126	337	78	305	57	338	0.88	-	GCF_900478175.1_protein.faa_WP_111759055.1
GCF_900475265.1_protein.faa_WP_002851485.1	-	552	kpsD_final_mafft	-	594	5.4e-179	592.9	15.7	1	1	3.8e-182	6.1e-179	592.8	15.7	49	579	1	552	1	552	0.89	-	GCF_900475265.1_protein.faa_WP_002851485.1
GCF_001874445.1_protein.faa_WP_016534133.1	-	387	kpsD_final_mafft	-	594	3.1e-37	125.2	0.3	1	1	5.1e-40	5.2e-37	124.4	0.3	126	337	78	305	57	336	0.88	-	GCF_001874445.1_protein.faa_WP_016534133.1
GCF_001874445.1_protein.faa_WP_030017789.1	-	393	kpsD_final_mafft	-	594	2.8e-15	52.7	3.7	1	2	9.4e-17	9.7e-14	47.6	3.5	111	283	57	249	1	252	0.72	-	GCF_001874445.1_protein.faa_WP_030017789.1
GCF_013465795.1_protein.faa_WP_002855298.1	-	552	kpsD_final_mafft	-	594	1.7e-180	597.9	15.8	1	1	1.2e-183	1.9e-180	597.8	15.8	49	579	1	552	1	552	0.89	-	GCF_013465795.1_protein.faa_WP_002855298.1
GCF_034423855.1_protein.faa_WP_001606112.1	-	558	kpsD_final_mafft	-	594	3.4e-186	618.2	1.4	1	1	3.3e-189	3.8e-186	618.1	1.4	58	578	8	557	1	558	0.87	-	GCF_034423855.1_protein.faa_WP_001606112.1
GCF_034423855.1_protein.faa_WP_000978094.1	-	379	kpsD_final_mafft	-	594	4.5e-34	115.9	2.8	1	1	1e-36	1.2e-33	114.5	2.8	122	363	72	346	1	354	0.85	-	GCF_034423855.1_protein.faa_WP_000978094.1
GCF_030060825.1_protein.faa_WP_283293446.1	-	183	kpsD_final_mafft	-	594	4.3e-25	85.8	0	1	1	2.4e-28	8.1e-25	84.9	0	129	285	32	179	20	181	0.91	-	GCF_030060825.1_protein.faa_WP_283293446.1
GCF_001299565.1_protein.faa_WP_002855298.1	-	552	kpsD_final_mafft	-	594	1.7e-180	597.9	15.8	1	1	1.2e-183	1.9e-180	597.8	15.8	49	579	1	552	1	552	0.89	-	GCF_001299565.1_protein.faa_WP_002855298.1
GCF_002934285.1_protein.faa_WP_158656246.1	-	846	kpsD_final_mafft	-	594	8.1e-141	468.4	9.2	1	2	1.2e-92	5.3e-89	297.3	5.2	83	442	12	445	1	519	0.73	-	GCF_002934285.1_protein.faa_WP_158656246.1
GCF_002215095.1_protein.faa_WP_001331697.1	-	558	kpsD_final_mafft	-	594	3.5e-186	618.2	1.3	1	1	3.4e-189	3.9e-186	618	1.3	58	578	8	557	1	558	0.87	-	GCF_002215095.1_protein.faa_WP_001331697.1
GCF_002215095.1_protein.faa_WP_000978107.1	-	379	kpsD_final_mafft	-	594	4.2e-34	116	2.7	1	1	9.3e-37	1.1e-33	114.6	2.7	122	363	72	346	1	354	0.84	-	GCF_002215095.1_protein.faa_WP_000978107.1
GCF_025369715.1_protein.faa_WP_001331697.1	-	558	kpsD_final_mafft	-	594	3.7e-186	618.2	1.3	1	1	2.6e-189	4.1e-186	618	1.3	58	578	8	557	1	558	0.87	-	GCF_025369715.1_protein.faa_WP_001331697.1
GCF_025369715.1_protein.faa_WP_000978094.1	-	379	kpsD_final_mafft	-	594	4.7e-34	115.9	2.8	1	1	7.8e-37	1.3e-33	114.5	2.8	122	363	72	346	1	354	0.85	-	GCF_025369715.1_protein.faa_WP_000978094.1
GCF_004792555.1_protein.faa_WP_005723127.1	-	387	kpsD_final_mafft	-	594	8.3e-38	127.1	0.4	1	1	1.3e-40	1.3e-37	126.4	0.4	126	337	78	305	57	338	0.88	-	GCF_004792555.1_protein.faa_WP_005723127.1
GCF_004564095.1_protein.faa_WP_135013402.1	-	366	kpsD_final_mafft	-	594	1.5e-28	97.3	2.3	1	1	1e-31	3.6e-28	96	2.1	129	365	76	340	63	349	0.86	-	GCF_004564095.1_protein.faa_WP_135013402.1
GCF_013372305.1_protein.faa_WP_001298258.1	-	558	kpsD_final_mafft	-	594	3.7e-186	618.2	1.3	1	1	3.4e-189	4.1e-186	618	1.3	58	578	8	557	1	558	0.87	-	GCF_013372305.1_protein.faa_WP_001298258.1
GCF_013372305.1_protein.faa_WP_000978098.1	-	379	kpsD_final_mafft	-	594	5.2e-34	115.7	2.9	1	1	1.1e-36	1.4e-33	114.3	2.9	122	363	72	346	1	353	0.84	-	GCF_013372305.1_protein.faa_WP_000978098.1
GCF_000968515.1_protein.faa_WP_001298258.1	-	558	kpsD_final_mafft	-	594	3.6e-186	618.2	1.3	1	1	4.3e-189	4e-186	618	1.3	58	578	8	557	1	558	0.87	-	GCF_000968515.1_protein.faa_WP_001298258.1
GCF_000968515.1_protein.faa_WP_000739324.1	-	376	kpsD_final_mafft	-	594	3.1e-39	132.9	1.4	1	1	4.3e-42	4e-39	132.6	1.4	114	365	68	346	1	356	0.8	-	GCF_000968515.1_protein.faa_WP_000739324.1
GCF_000968515.1_protein.faa_WP_000978094.1	-	379	kpsD_final_mafft	-	594	4.6e-34	115.9	2.8	1	1	1.3e-36	1.2e-33	114.5	2.8	122	363	72	346	1	354	0.85	-	GCF_000968515.1_protein.faa_WP_000978094.1
GCF_029762435.1_protein.faa_WP_021116816.1	-	384	kpsD_final_mafft	-	594	1.6e-35	119.7	3.5	1	1	2.4e-38	2.8e-35	118.9	3.5	129	342	79	309	66	331	0.89	-	GCF_029762435.1_protein.faa_WP_021116816.1
GCF_017356925.1_protein.faa_WP_052806269.1	-	552	kpsD_final_mafft	-	594	7.1e-180	595.8	15.2	1	1	5e-183	7.9e-180	595.7	15.2	49	579	1	552	1	552	0.9	-	GCF_017356925.1_protein.faa_WP_052806269.1
GCF_024267655.1_protein.faa_WP_254577496.1	-	873	kpsD_final_mafft	-	594	7.2e-135	448.1	20.1	1	3	5.5e-84	7.9e-81	269.6	2.7	54	395	7	375	1	391	0.82	-	GCF_024267655.1_protein.faa_WP_254577496.1
GCF_024267655.1_protein.faa_WP_254575978.1	-	263	kpsD_final_mafft	-	594	6.7e-18	61.8	2.7	1	2	0.25	360	-3.4	0	133	145	53	65	38	76	0.7	-	GCF_024267655.1_protein.faa_WP_254575978.1
GCF_030060635.1_protein.faa_WP_034172567.1	-	183	kpsD_final_mafft	-	594	4.5e-25	85.8	0	1	1	2.3e-28	8.7e-25	84.9	0	129	285	32	179	20	181	0.91	-	GCF_030060635.1_protein.faa_WP_034172567.1
GCF_900638665.1_protein.faa_WP_016534133.1	-	387	kpsD_final_mafft	-	594	3.2e-37	125.2	0.3	1	1	5.1e-40	5.3e-37	124.4	0.3	126	337	78	305	57	336	0.88	-	GCF_900638665.1_protein.faa_WP_016534133.1
GCF_900638665.1_protein.faa_WP_030017789.1	-	393	kpsD_final_mafft	-	594	2.9e-15	52.7	3.7	1	2	9.4e-17	9.8e-14	47.6	3.5	111	283	57	249	1	252	0.72	-	GCF_900638665.1_protein.faa_WP_030017789.1
GCF_902703415.1_protein.faa_WP_001331697.1	-	558	kpsD_final_mafft	-	594	3.8e-186	618.2	1.3	1	1	2.6e-189	4.2e-186	618	1.3	58	578	8	557	1	558	0.87	-	GCF_902703415.1_protein.faa_WP_001331697.1
GCF_902703415.1_protein.faa_WP_086351734.1	-	379	kpsD_final_mafft	-	594	4.6e-33	112.6	2.8	1	1	7.5e-36	1.2e-32	111.2	2.8	122	363	72	346	1	354	0.85	-	GCF_902703415.1_protein.faa_WP_086351734.1
GCF_026409245.1_protein.faa_WP_010906973.1	-	387	kpsD_final_mafft	-	594	1.1e-37	126.8	0.4	1	1	1.6e-40	1.8e-37	126.1	0.4	126	337	78	305	57	336	0.88	-	GCF_026409245.1_protein.faa_WP_010906973.1
GCF_015218525.1_protein.faa_WP_180110097.1	-	358	kpsD_final_mafft	-	594	2.2e-25	86.8	6.9	1	1	1.5e-28	5e-25	85.6	6.9	119	367	58	335	13	342	0.85	-	GCF_015218525.1_protein.faa_WP_180110097.1
GCF_017356825.1_protein.faa_WP_052802778.1	-	552	kpsD_final_mafft	-	594	4.9e-179	593.1	15.3	1	1	3.5e-182	5.4e-179	592.9	15.3	49	579	1	552	1	552	0.89	-	GCF_017356825.1_protein.faa_WP_052802778.1
GCF_949787665.1_protein.faa_WP_283597184.1	-	550	kpsD_final_mafft	-	594	2.3e-171	569	6.3	1	1	4e-174	2.6e-171	568.8	6.3	55	577	8	550	1	550	0.88	-	GCF_949787665.1_protein.faa_WP_283597184.1
GCF_949787665.1_protein.faa_WP_045029361.1	-	704	kpsD_final_mafft	-	594	1.3e-96	322.1	4.7	1	5	3.3e-33	2.1000000000000002e-30	103.5	0.3	129	291	24	186	16	197	0.89	-	GCF_949787665.1_protein.faa_WP_045029361.1
GCF_949787665.1_protein.faa_WP_045026459.1	-	382	kpsD_final_mafft	-	594	4.3e-42	142.1	1.5	1	1	9.8e-45	6.3e-42	141.6	1.5	125	340	77	309	58	359	0.82	-	GCF_949787665.1_protein.faa_WP_045026459.1
GCF_949787665.1_protein.faa_WP_283597188.1	-	387	kpsD_final_mafft	-	594	2.3e-38	129.8	1.4	1	1	5e-41	3.2e-38	129.3	1.4	126	346	77	315	50	362	0.85	-	GCF_949787665.1_protein.faa_WP_283597188.1
GCF_949787665.1_protein.faa_WP_045029476.1	-	179	kpsD_final_mafft	-	594	1.8e-35	120.2	0.3	1	2	2e-25	1.3e-22	77.8	0	114	222	15	122	10	123	0.92	-	GCF_949787665.1_protein.faa_WP_045029476.1
GCF_009707445.1_protein.faa_WP_035498656.1	-	385	kpsD_final_mafft	-	594	1.6e-35	119.5	4	1	1	1.2e-38	2.6e-35	118.9	4	129	346	79	312	64	332	0.88	-	GCF_009707445.1_protein.faa_WP_035498656.1
GCF_000196495.1_protein.faa_WP_012549119.1	-	869	kpsD_final_mafft	-	594	8.7e-144	477.9	12.2	1	2	2.1e-99	1.9e-96	321.6	10.2	47	518	1	570	1	571	0.73	-	GCF_000196495.1_protein.faa_WP_012549119.1
GCF_000196495.1_protein.faa_WP_012551670.1	-	703	kpsD_final_mafft	-	594	1.5e-92	308.7	4.4	1	6	6.2e-35	5.8e-32	108.6	0.3	131	287	25	181	12	192	0.9	-	GCF_000196495.1_protein.faa_WP_012551670.1
GCF_000196495.1_protein.faa_WP_012549275.1	-	193	kpsD_final_mafft	-	594	7.1e-23	78.6	0.8	1	2	4.7e-25	4.3e-22	76	0.1	129	249	42	162	26	174	0.91	-	GCF_000196495.1_protein.faa_WP_012549275.1
GCF_030035405.1_protein.faa_WP_002781121.1	-	552	kpsD_final_mafft	-	594	4.3e-180	596.7	15	1	1	2.7e-183	4.8e-180	596.6	15	49	579	1	552	1	552	0.9	-	GCF_030035405.1_protein.faa_WP_002781121.1
GCF_026315225.1_protein.faa_WP_010906973.1	-	387	kpsD_final_mafft	-	594	1.1e-37	126.8	0.4	1	1	1.6e-40	1.8e-37	126.1	0.4	126	337	78	305	57	336	0.88	-	GCF_026315225.1_protein.faa_WP_010906973.1
GCF_023573025.1_protein.faa_WP_010906973.1	-	387	kpsD_final_mafft	-	594	1e-37	126.8	0.4	1	1	1.6e-40	1.7e-37	126.1	0.4	126	337	78	305	57	336	0.88	-	GCF_023573025.1_protein.faa_WP_010906973.1
GCF_001299595.1_protein.faa_WP_002855298.1	-	552	kpsD_final_mafft	-	594	1.7e-180	597.9	15.8	1	1	1.2e-183	1.9e-180	597.8	15.8	49	579	1	552	1	552	0.89	-	GCF_001299595.1_protein.faa_WP_002855298.1
GCF_002073255.2_protein.faa_WP_005757109.1	-	387	kpsD_final_mafft	-	594	1.1e-37	126.7	0.6	1	1	1.6e-40	1.7e-37	126.1	0.6	126	337	78	305	47	338	0.88	-	GCF_002073255.2_protein.faa_WP_005757109.1
GCF_033096825.1_protein.faa_WP_052854188.1	-	552	kpsD_final_mafft	-	594	1.5e-179	594.8	15.3	1	1	1e-182	1.7e-179	594.7	15.3	49	579	1	552	1	552	0.9	-	GCF_033096825.1_protein.faa_WP_052854188.1
