target_ID	accession_1	tlen	query_ID	accession_2	qlen	e_value_seq	score_seq	bias_seq	#	of	c_value	i_value	score_dom	bias_dom	hmm_from	hmm_to	ali_from	ali_to	env_from	env_to	acc	description	View_neuO_ncbi_40_complete$target_ID
GCF_904440635.1_protein.faa_WP_202591617.1	-	270	neuO_final_mafft	-	319	1.6e-86	288.9	0.5	1	1	2.7e-89	1.8e-86	288.7	0.5	45	303	13	269	3	270	0.93	-	GCF_904440635.1_protein.faa_WP_202591617.1
GCF_904440635.1_protein.faa_WP_202592595.1	-	188	neuO_final_mafft	-	319	2.6e-27	94.3	0	1	1	5e-30	3.3e-27	94	0	107	225	60	176	50	178	0.92	-	GCF_904440635.1_protein.faa_WP_202592595.1
GCF_904440635.1_protein.faa_WP_202590430.1	-	251	neuO_final_mafft	-	319	1.7e-20	71.9	0.1	1	1	5.8e-23	3.9e-20	70.7	0.1	114	229	97	209	71	215	0.91	-	GCF_904440635.1_protein.faa_WP_202590430.1
GCF_904440635.1_protein.faa_WP_030563719.1	-	218	neuO_final_mafft	-	319	5.2e-16	57.2	1	1	1	1.3e-18	8.6e-16	56.5	1	171	225	119	173	114	179	0.95	-	GCF_904440635.1_protein.faa_WP_030563719.1
GCF_904440635.1_protein.faa_WP_076966381.1	-	180	neuO_final_mafft	-	319	4.4e-14	50.9	0	1	1	8.4e-17	5.6e-14	50.5	0	110	217	67	171	59	179	0.89	-	GCF_904440635.1_protein.faa_WP_076966381.1
GCF_035974375.1_protein.faa_WP_327242391.1	-	203	neuO_final_mafft	-	319	8.9e-28	96.4	0.1	1	1	1.4e-30	1.2e-27	96	0.1	102	225	62	183	55	190	0.9	-	GCF_035974375.1_protein.faa_WP_327242391.1
GCF_035974375.1_protein.faa_WP_327249815.1	-	244	neuO_final_mafft	-	319	5e-23	80.8	7	1	2	0.34	280	-0.5	0.1	192	204	79	91	66	97	0.66	-	GCF_035974375.1_protein.faa_WP_327249815.1
GCF_035974375.1_protein.faa_WP_327247572.1	-	245	neuO_final_mafft	-	319	7.7e-19	67	0.1	1	1	3e-21	2.5e-18	65.4	0.1	109	225	92	208	68	214	0.91	-	GCF_035974375.1_protein.faa_WP_327247572.1
GCF_035974375.1_protein.faa_WP_327246338.1	-	216	neuO_final_mafft	-	319	8.3e-19	66.9	0.3	1	2	3.4	2800	-3.8	0	134	149	61	76	52	80	0.74	-	GCF_035974375.1_protein.faa_WP_327246338.1
GCF_035974375.1_protein.faa_WP_327242001.1	-	559	neuO_final_mafft	-	319	1.5e-18	66.1	0.8	1	2	0.098	81	1.3	0	192	210	68	86	63	95	0.79	-	GCF_035974375.1_protein.faa_WP_327242001.1
GCF_000364805.1_protein.faa_WP_014154813.1	-	191	neuO_final_mafft	-	319	1.7e-30	104.8	0.1	1	1	3e-33	2.2e-30	104.4	0.1	106	224	73	189	63	190	0.94	-	GCF_000364805.1_protein.faa_WP_014154813.1
GCF_000364805.1_protein.faa_WP_041667609.1	-	249	neuO_final_mafft	-	319	3.6e-20	70.8	0.3	1	2	0.2	140	-0.2	0	173	189	68	84	62	87	0.6	-	GCF_000364805.1_protein.faa_WP_041667609.1
GCF_000364805.1_protein.faa_WP_014157884.1	-	214	neuO_final_mafft	-	319	3.9e-16	57.6	0.2	1	2	3.1	2300	-4.1	0	134	149	61	76	54	80	0.73	-	GCF_000364805.1_protein.faa_WP_014157884.1
GCF_024206675.1_protein.faa_WP_024417183.1	-	185	neuO_final_mafft	-	319	5e-28	95	0	1	1	1.5e-30	6.1e-28	94.7	0	103	225	61	181	38	183	0.93	-	GCF_024206675.1_protein.faa_WP_024417183.1
GCF_024206675.1_protein.faa_WP_013730634.1	-	232	neuO_final_mafft	-	319	1.6e-19	67.1	5.6	1	4	0.85	350	-3.1	0	51	67	14	30	4	31	0.69	-	GCF_024206675.1_protein.faa_WP_013730634.1
GCF_013315695.1_protein.faa_WP_001571034.1	-	183	neuO_final_mafft	-	319	1.6e-30	104.4	0.3	1	1	5.8e-33	2e-30	104.1	0.3	104	225	63	182	54	183	0.93	-	GCF_013315695.1_protein.faa_WP_001571034.1
GCF_013315695.1_protein.faa_WP_001153563.1	-	182	neuO_final_mafft	-	319	9.8e-20	69	2.6	1	1	5.1e-22	1.8e-19	68.1	2.6	95	227	53	179	47	181	0.91	-	GCF_013315695.1_protein.faa_WP_001153563.1
GCF_019856355.1_protein.faa_WP_011922479.1	-	185	neuO_final_mafft	-	319	2.2e-26	89.5	0	1	1	6.9e-29	2.6e-26	89.2	0	103	225	61	181	30	183	0.92	-	GCF_019856355.1_protein.faa_WP_011922479.1
GCF_019856355.1_protein.faa_WP_012028552.1	-	232	neuO_final_mafft	-	319	1.4e-19	67.1	5.6	1	4	0.85	320	-3.1	0	51	67	14	30	4	31	0.69	-	GCF_019856355.1_protein.faa_WP_012028552.1
GCF_020783555.1_protein.faa_WP_004931000.1	-	194	neuO_final_mafft	-	319	1.1e-31	108.5	0	1	1	1.4e-34	1.3e-31	108.2	0	103	225	73	193	61	194	0.93	-	GCF_020783555.1_protein.faa_WP_004931000.1
GCF_020783555.1_protein.faa_WP_121548332.1	-	197	neuO_final_mafft	-	319	5.4e-28	96.4	0	1	1	6.8e-31	6.6e-28	96.1	0	116	224	72	178	54	188	0.89	-	GCF_020783555.1_protein.faa_WP_121548332.1
GCF_020783555.1_protein.faa_WP_121545125.1	-	276	neuO_final_mafft	-	319	1.1e-24	85.4	0.3	1	2	1.8	1700	-3.9	0	175	187	67	79	65	83	0.43	-	GCF_020783555.1_protein.faa_WP_121545125.1
GCF_013372245.1_protein.faa_WP_176318084.1	-	202	neuO_final_mafft	-	319	3.4e-29	98.5	1.9	1	1	1.6e-31	4.4e-29	98.1	1.5	106	225	86	201	71	202	0.89	-	GCF_013372245.1_protein.faa_WP_176318084.1
GCF_013372245.1_protein.faa_WP_176318133.1	-	189	neuO_final_mafft	-	319	7.6e-17	57.9	4.6	1	3	0.0013	0.34	6.5	0	175	208	12	45	6	48	0.85	-	GCF_013372245.1_protein.faa_WP_176318133.1
GCF_001302565.1_protein.faa_WP_060702160.1	-	194	neuO_final_mafft	-	319	8.5e-34	114.7	0.1	1	1	1.5e-36	1.1e-33	114.4	0.1	104	224	73	191	65	193	0.96	-	GCF_001302565.1_protein.faa_WP_060702160.1
GCF_035982055.1_protein.faa_WP_327405630.1	-	276	neuO_final_mafft	-	319	3e-24	84.7	0.4	1	1	6.3e-27	7.3e-24	83.4	0.2	114	225	105	216	96	222	0.92	-	GCF_035982055.1_protein.faa_WP_327405630.1
GCF_035982055.1_protein.faa_WP_327406423.1	-	217	neuO_final_mafft	-	319	3.4e-14	51.7	0.1	1	2	2.3	2700	-3.9	0	135	148	62	75	55	83	0.64	-	GCF_035982055.1_protein.faa_WP_327406423.1
GCF_036345075.1_protein.faa_WP_330302046.1	-	200	neuO_final_mafft	-	319	2.9e-28	98	0.2	1	1	2.8e-31	3.8e-28	97.6	0.2	107	224	71	186	60	190	0.92	-	GCF_036345075.1_protein.faa_WP_330302046.1
GCF_036345075.1_protein.faa_WP_330310007.1	-	276	neuO_final_mafft	-	319	3e-25	88	0.6	1	2	0.21	280	-0.6	0	136	152	76	92	57	95	0.83	-	GCF_036345075.1_protein.faa_WP_330310007.1
GCF_029773915.1_protein.faa_WP_039196407.1	-	191	neuO_final_mafft	-	319	5e-25	85.2	2.6	1	1	2.1e-27	6.4e-25	84.8	2.6	103	224	65	182	42	185	0.89	-	GCF_029773915.1_protein.faa_WP_039196407.1
GCF_003061265.1_protein.faa_WP_083003131.1	-	203	neuO_final_mafft	-	319	5.9e-34	114.5	0.1	1	1	2.5e-36	7.3e-34	114.2	0.1	99	223	60	182	43	196	0.9	-	GCF_003061265.1_protein.faa_WP_083003131.1
GCF_003061265.1_protein.faa_WP_005754722.1	-	207	neuO_final_mafft	-	319	4.3e-25	85.3	3.6	1	2	0.0038	1.1	5.1	0	134	156	60	83	42	91	0.77	-	GCF_003061265.1_protein.faa_WP_005754722.1
GCF_031759225.1_protein.faa_WP_311073555.1	-	186	neuO_final_mafft	-	319	2.3e-28	97.2	0	1	1	5.4e-31	2.7e-28	97	0	103	225	63	183	27	185	0.86	-	GCF_031759225.1_protein.faa_WP_311073555.1
GCF_031759225.1_protein.faa_WP_214741335.1	-	236	neuO_final_mafft	-	319	2.7e-17	60.8	25	1	4	0.51	250	-1.5	0.2	75	119	14	53	4	76	0.63	-	GCF_031759225.1_protein.faa_WP_214741335.1
GCF_031759225.1_protein.faa_WP_311072653.1	-	178	neuO_final_mafft	-	319	1.3e-14	52	0.6	1	2	0.05	25	1.8	0.1	190	203	77	90	68	96	0.75	-	GCF_031759225.1_protein.faa_WP_311072653.1
GCF_030719295.1_protein.faa_WP_371933706.1	-	221	neuO_final_mafft	-	319	1.1e-32	112	0	1	1	1.2e-35	1.4e-32	111.6	0	106	234	74	198	67	217	0.91	-	GCF_030719295.1_protein.faa_WP_371933706.1
GCF_030719295.1_protein.faa_WP_306053872.1	-	198	neuO_final_mafft	-	319	3.9e-29	100.3	0.1	1	1	4.6e-32	5.1e-29	99.9	0.1	108	224	72	186	59	191	0.93	-	GCF_030719295.1_protein.faa_WP_306053872.1
GCF_030719295.1_protein.faa_WP_306051548.1	-	245	neuO_final_mafft	-	319	8.1e-20	69.7	0.3	1	2	0.18	200	-0.6	0	173	189	68	84	59	87	0.65	-	GCF_030719295.1_protein.faa_WP_306051548.1
GCF_014495805.1_protein.faa_WP_005754552.1	-	203	neuO_final_mafft	-	319	4.8e-34	114.8	0.1	1	1	1.9e-36	5.8e-34	114.5	0.1	99	224	60	183	43	198	0.9	-	GCF_014495805.1_protein.faa_WP_005754552.1
GCF_014495805.1_protein.faa_WP_015702729.1	-	207	neuO_final_mafft	-	319	3e-25	85.9	3.6	1	2	0.0037	1.1	5.2	0	134	157	60	84	42	91	0.77	-	GCF_014495805.1_protein.faa_WP_015702729.1
GCF_003402935.1_protein.faa_WP_005754552.1	-	203	neuO_final_mafft	-	319	5.1e-34	114.8	0.1	1	1	1.9e-36	6.2e-34	114.5	0.1	99	224	60	183	43	198	0.9	-	GCF_003402935.1_protein.faa_WP_005754552.1
GCF_003402935.1_protein.faa_WP_005751885.1	-	207	neuO_final_mafft	-	319	4.7e-25	85.3	3.6	1	2	0.0038	1.2	5.1	0	134	156	60	83	42	91	0.77	-	GCF_003402935.1_protein.faa_WP_005751885.1
GCF_036014115.1_protein.faa_WP_328463479.1	-	226	neuO_final_mafft	-	319	2e-29	101.5	0.3	1	1	2.4e-32	2.8e-29	101.1	0.3	97	224	92	216	88	221	0.92	-	GCF_036014115.1_protein.faa_WP_328463479.1
GCF_036014115.1_protein.faa_WP_328466834.1	-	175	neuO_final_mafft	-	319	5.6e-28	96.7	0.2	1	1	6.4e-31	7.3e-28	96.4	0.2	115	225	66	173	51	174	0.92	-	GCF_036014115.1_protein.faa_WP_328466834.1
GCF_036014115.1_protein.faa_WP_328461055.1	-	188	neuO_final_mafft	-	319	1.3e-26	92.3	0	1	1	1.5e-29	1.7e-26	91.9	0	103	225	61	181	54	184	0.9	-	GCF_036014115.1_protein.faa_WP_328461055.1
GCF_036014115.1_protein.faa_WP_328459991.1	-	253	neuO_final_mafft	-	319	4.4e-20	70.8	1.1	1	1	5.3e-23	6e-20	70.4	1.1	103	229	91	214	73	220	0.9	-	GCF_036014115.1_protein.faa_WP_328459991.1
GCF_036014115.1_protein.faa_WP_328460371.1	-	217	neuO_final_mafft	-	319	2.2e-16	58.6	0.8	1	1	3.1e-19	3.6e-16	58	0.8	172	225	116	169	112	176	0.95	-	GCF_036014115.1_protein.faa_WP_328460371.1
GCF_000730255.1_protein.faa_WP_000136503.1	-	182	neuO_final_mafft	-	319	1.8e-32	109.5	0.1	1	1	5.7e-35	2.2e-32	109.2	0.1	100	225	57	180	41	182	0.93	-	GCF_000730255.1_protein.faa_WP_000136503.1
GCF_000730255.1_protein.faa_WP_000146567.1	-	212	neuO_final_mafft	-	319	1.8e-20	70.1	6.6	1	1	2.4e-22	9.3e-20	67.7	6.6	170	225	106	161	31	210	0.85	-	GCF_000730255.1_protein.faa_WP_000146567.1
GCF_000385945.1_protein.faa_WP_043974815.1	-	188	neuO_final_mafft	-	319	1.8e-28	98.2	0	1	1	2.7e-31	2.3e-28	97.8	0	103	225	56	176	49	183	0.93	-	GCF_000385945.1_protein.faa_WP_043974815.1
GCF_000385945.1_protein.faa_WP_032755280.1	-	249	neuO_final_mafft	-	319	2.2e-20	71.6	0.1	1	1	5.2e-23	4.4e-20	70.6	0.1	114	225	97	208	71	214	0.91	-	GCF_000385945.1_protein.faa_WP_032755280.1
GCF_000385945.1_protein.faa_WP_015608533.1	-	218	neuO_final_mafft	-	319	2.1e-17	61.8	0.6	1	1	4e-20	3.5e-17	61.1	0.6	171	225	119	173	114	179	0.95	-	GCF_000385945.1_protein.faa_WP_015608533.1
GCF_000385945.1_protein.faa_WP_015608370.1	-	180	neuO_final_mafft	-	319	2.6e-14	51.6	0	1	1	3.8e-17	3.3e-14	51.3	0	109	217	66	171	57	179	0.89	-	GCF_000385945.1_protein.faa_WP_015608370.1
GCF_002111405.1_protein.faa_WP_011922479.1	-	185	neuO_final_mafft	-	319	2.2e-26	89.5	0	1	1	6.9e-29	2.6e-26	89.2	0	103	225	61	181	30	183	0.92	-	GCF_002111405.1_protein.faa_WP_011922479.1
GCF_002111405.1_protein.faa_WP_012028552.1	-	232	neuO_final_mafft	-	319	1.4e-19	67.1	5.6	1	4	0.85	330	-3.1	0	51	67	14	30	4	31	0.69	-	GCF_002111405.1_protein.faa_WP_012028552.1
GCF_006274235.1_protein.faa_WP_005754552.1	-	203	neuO_final_mafft	-	319	5.2e-34	114.8	0.1	1	1	1.9e-36	6.2e-34	114.5	0.1	99	224	60	183	43	198	0.9	-	GCF_006274235.1_protein.faa_WP_005754552.1
GCF_006274235.1_protein.faa_WP_005751885.1	-	207	neuO_final_mafft	-	319	4.7e-25	85.3	3.6	1	2	0.0038	1.2	5.1	0	134	156	60	83	42	91	0.77	-	GCF_006274235.1_protein.faa_WP_005751885.1
GCF_949793775.1_protein.faa_WP_000136507.1	-	201	neuO_final_mafft	-	319	1.6e-32	109.7	0.1	1	1	5e-35	2e-32	109.4	0.1	100	225	57	180	23	188	0.92	-	GCF_949793775.1_protein.faa_WP_000136507.1
GCF_949793775.1_protein.faa_WP_000146565.1	-	212	neuO_final_mafft	-	319	5e-22	75.2	6.5	1	1	4.9e-24	2e-21	73.3	6.6	170	225	106	161	33	211	0.84	-	GCF_949793775.1_protein.faa_WP_000146565.1
GCF_011694815.1_protein.faa_WP_167029332.1	-	190	neuO_final_mafft	-	319	4.6e-26	90.2	0	1	1	3.7e-29	6e-26	89.8	0	98	225	59	183	55	185	0.87	-	GCF_011694815.1_protein.faa_WP_167029332.1
GCF_011694815.1_protein.faa_WP_167034495.1	-	246	neuO_final_mafft	-	319	8.5e-20	69.6	0	1	2	0.039	63	1	0	132	152	64	84	47	88	0.67	-	GCF_011694815.1_protein.faa_WP_167034495.1
GCF_011694815.1_protein.faa_WP_167025725.1	-	214	neuO_final_mafft	-	319	3.8e-17	60.9	0.1	1	1	3.2e-20	5.2e-17	60.4	0.1	171	225	114	168	110	193	0.94	-	GCF_011694815.1_protein.faa_WP_167025725.1
GCF_020714665.1_protein.faa_WP_227798005.1	-	203	neuO_final_mafft	-	319	2.2e-36	122.4	0	1	1	8.1e-39	2.8e-36	122.1	0	99	233	60	192	46	201	0.9	-	GCF_020714665.1_protein.faa_WP_227798005.1
GCF_036227505.1_protein.faa_WP_329537114.1	-	200	neuO_final_mafft	-	319	6.2e-27	93.8	0.2	1	1	6.6e-30	8e-27	93.4	0.2	108	224	72	186	60	191	0.92	-	GCF_036227505.1_protein.faa_WP_329537114.1
GCF_036227505.1_protein.faa_WP_266580823.1	-	255	neuO_final_mafft	-	319	6.4e-25	87.2	0.9	1	1	9.2e-28	1.1e-24	86.4	0.9	109	225	89	205	70	211	0.9	-	GCF_036227505.1_protein.faa_WP_266580823.1
GCF_036227505.1_protein.faa_WP_329535812.1	-	600	neuO_final_mafft	-	319	1.8e-18	66	0.2	1	2	1.6	2000	-3.2	0	134	146	78	90	63	113	0.61	-	GCF_036227505.1_protein.faa_WP_329535812.1
GCF_036227505.1_protein.faa_WP_329537711.1	-	217	neuO_final_mafft	-	319	4.9e-16	58	0.6	1	1	7.1e-19	8.8e-16	57.2	0.6	172	225	116	169	112	175	0.95	-	GCF_036227505.1_protein.faa_WP_329537711.1
GCF_035917255.1_protein.faa_WP_285572281.1	-	192	neuO_final_mafft	-	319	1.4e-32	111.8	0	1	1	2e-35	1.7e-32	111.5	0	106	225	74	191	67	192	0.95	-	GCF_035917255.1_protein.faa_WP_285572281.1
GCF_035917255.1_protein.faa_WP_326667839.1	-	203	neuO_final_mafft	-	319	5.6e-29	100	0.1	1	1	8.9e-32	7.7e-29	99.6	0.1	107	224	71	186	60	192	0.93	-	GCF_035917255.1_protein.faa_WP_326667839.1
GCF_035917255.1_protein.faa_WP_266776132.1	-	245	neuO_final_mafft	-	319	1.7e-21	75.4	0.1	1	1	4.6e-24	4e-21	74.2	0.1	111	229	94	209	73	216	0.91	-	GCF_035917255.1_protein.faa_WP_266776132.1
GCF_035917255.1_protein.faa_WP_266779885.1	-	216	neuO_final_mafft	-	319	1.3e-18	66	0.2	1	1	2.3e-21	2e-18	65.3	0.2	171	225	114	168	109	180	0.95	-	GCF_035917255.1_protein.faa_WP_266779885.1
GCF_035917255.1_protein.faa_WP_326673060.1	-	213	neuO_final_mafft	-	319	1.4e-18	65.9	0.3	1	1	2.5e-21	2.2e-18	65.2	0.3	171	225	114	168	109	177	0.95	-	GCF_035917255.1_protein.faa_WP_326673060.1
GCF_026626005.1_protein.faa_WP_010639430.1	-	186	neuO_final_mafft	-	319	1.2e-28	98.5	0	1	1	2.2e-31	1.6e-28	98.1	0	105	225	58	176	47	178	0.93	-	GCF_026626005.1_protein.faa_WP_010639430.1
GCF_026626005.1_protein.faa_WP_267811520.1	-	250	neuO_final_mafft	-	319	5.1e-26	89.9	0.5	1	1	1.1e-28	8.1e-26	89.2	0.3	113	229	98	211	78	217	0.93	-	GCF_026626005.1_protein.faa_WP_267811520.1
GCF_026626005.1_protein.faa_WP_420719943.1	-	200	neuO_final_mafft	-	319	5.9e-20	70	0.3	1	2	0.17	130	-0.1	0	134	150	48	64	37	73	0.81	-	GCF_026626005.1_protein.faa_WP_420719943.1
GCF_026626005.1_protein.faa_WP_267813033.1	-	182	neuO_final_mafft	-	319	4.2e-17	60.6	0	1	1	7e-20	5.2e-17	60.3	0	108	222	65	176	58	181	0.89	-	GCF_026626005.1_protein.faa_WP_267813033.1
GCF_036204065.1_protein.faa_WP_328939604.1	-	193	neuO_final_mafft	-	319	2e-32	111.5	0	1	1	2.9e-35	2.4e-32	111.2	0	107	225	76	192	68	193	0.95	-	GCF_036204065.1_protein.faa_WP_328939604.1
GCF_036204065.1_protein.faa_WP_328939058.1	-	254	neuO_final_mafft	-	319	1.2e-23	82.6	1.1	1	2	0.31	270	-0.7	0	136	151	65	80	58	83	0.58	-	GCF_036204065.1_protein.faa_WP_328939058.1
GCF_036204065.1_protein.faa_WP_328939543.1	-	593	neuO_final_mafft	-	319	5e-19	67.5	0.1	1	1	1.3e-21	1.1e-18	66.3	0.1	170	224	132	186	127	197	0.94	-	GCF_036204065.1_protein.faa_WP_328939543.1
GCF_036204065.1_protein.faa_WP_328936751.1	-	215	neuO_final_mafft	-	319	3e-15	55	0.3	1	2	0.65	550	-1.7	0	135	148	62	75	51	85	0.56	-	GCF_036204065.1_protein.faa_WP_328936751.1
GCF_015601545.1_protein.faa_WP_010639430.1	-	186	neuO_final_mafft	-	319	1.2e-28	98.5	0	1	1	2.2e-31	1.5e-28	98.1	0	105	225	58	176	47	178	0.93	-	GCF_015601545.1_protein.faa_WP_010639430.1
GCF_015601545.1_protein.faa_WP_030695228.1	-	250	neuO_final_mafft	-	319	4.7e-26	89.9	0.4	1	1	1.1e-28	7.9e-26	89.2	0.4	113	229	98	211	77	216	0.93	-	GCF_015601545.1_protein.faa_WP_030695228.1
GCF_015601545.1_protein.faa_WP_274384372.1	-	200	neuO_final_mafft	-	319	9e-20	69.3	0.1	1	2	0.13	91	0.3	0	132	150	46	64	35	73	0.79	-	GCF_015601545.1_protein.faa_WP_274384372.1
GCF_015601545.1_protein.faa_WP_030699021.1	-	182	neuO_final_mafft	-	319	9.9e-17	59.3	0	1	1	1.8e-19	1.2e-16	59	0	108	222	65	176	58	181	0.88	-	GCF_015601545.1_protein.faa_WP_030699021.1
GCF_015601545.1_protein.faa_WP_030696670.1	-	180	neuO_final_mafft	-	319	4.5e-14	50.6	0	1	1	8e-17	5.7e-14	50.2	0	107	217	64	171	56	179	0.87	-	GCF_015601545.1_protein.faa_WP_030696670.1
GCF_036347715.1_protein.faa_WP_005754552.1	-	203	neuO_final_mafft	-	319	5e-34	114.8	0.1	1	1	1.9e-36	6e-34	114.5	0.1	99	224	60	183	43	198	0.9	-	GCF_036347715.1_protein.faa_WP_005754552.1
GCF_036347715.1_protein.faa_WP_330453716.1	-	207	neuO_final_mafft	-	319	3.8e-25	85.6	3.4	1	2	0.0038	1.2	5.1	0	134	156	60	83	42	91	0.77	-	GCF_036347715.1_protein.faa_WP_330453716.1
GCF_029167585.1_protein.faa_WP_275529362.1	-	194	neuO_final_mafft	-	319	8.8e-29	99	0	1	1	8.7e-32	1.1e-28	98.8	0	109	225	79	193	69	194	0.96	-	GCF_029167585.1_protein.faa_WP_275529362.1
GCF_029167585.1_protein.faa_WP_275528456.1	-	262	neuO_final_mafft	-	319	1.9e-21	74.9	0.2	1	2	0.037	45	1.4	0	132	152	64	84	48	86	0.75	-	GCF_029167585.1_protein.faa_WP_275528456.1
GCF_029167585.1_protein.faa_WP_010263849.1	-	179	neuO_final_mafft	-	319	5.9e-14	50.3	0	1	1	8e-17	9.7e-14	49.6	0	113	213	69	164	50	167	0.87	-	GCF_029167585.1_protein.faa_WP_010263849.1
GCF_008033135.1_protein.faa_WP_148717383.1	-	195	neuO_final_mafft	-	319	4.1e-32	109.4	1.5	1	1	1.6e-34	5.3e-32	109	1.5	102	225	58	179	50	181	0.96	-	GCF_008033135.1_protein.faa_WP_148717383.1
GCF_030515215.1_protein.faa_WP_000102539.1	-	183	neuO_final_mafft	-	319	1e-31	108.2	0.5	1	1	3.7e-34	1.3e-31	107.9	0.5	104	225	63	182	55	183	0.93	-	GCF_030515215.1_protein.faa_WP_000102539.1
GCF_030515215.1_protein.faa_WP_001153594.1	-	182	neuO_final_mafft	-	319	1.3e-19	68.5	3.1	1	1	6.5e-22	2.3e-19	67.7	3.1	95	227	53	179	46	181	0.91	-	GCF_030515215.1_protein.faa_WP_001153594.1
GCF_001697865.1_protein.faa_WP_002228841.1	-	128	neuO_final_mafft	-	319	8.9e-55	182.8	1.4	1	1	4.6e-57	9.6e-55	182.6	1.4	123	256	1	127	1	128	0.97	-	GCF_001697865.1_protein.faa_WP_002228841.1
GCF_015767795.1_protein.faa_WP_003953621.1	-	185	neuO_final_mafft	-	319	3.9e-26	90.3	0.1	1	1	5.9e-29	5.1e-26	89.9	0.1	96	225	57	183	54	184	0.91	-	GCF_015767795.1_protein.faa_WP_003953621.1
GCF_015767795.1_protein.faa_WP_003962295.1	-	209	neuO_final_mafft	-	319	1.7e-22	78.4	0	1	1	2.5e-25	2.2e-22	78	0	115	224	86	193	75	196	0.88	-	GCF_015767795.1_protein.faa_WP_003962295.1
GCF_015767795.1_protein.faa_WP_009995416.1	-	297	neuO_final_mafft	-	319	5.5e-22	76.7	0.2	1	2	0.15	130	-0.2	0	173	190	68	85	61	89	0.57	-	GCF_015767795.1_protein.faa_WP_009995416.1
GCF_015767795.1_protein.faa_WP_003963378.1	-	180	neuO_final_mafft	-	319	2.1e-15	55.1	0	1	1	3.1e-18	2.7e-15	54.7	0	107	220	64	174	58	179	0.9	-	GCF_015767795.1_protein.faa_WP_003963378.1
GCF_024218755.1_protein.faa_WP_048208535.1	-	206	neuO_final_mafft	-	319	4.3e-29	99.5	0.6	1	1	1.6e-31	5.5e-29	99.2	0.6	103	224	74	193	67	197	0.92	-	GCF_024218755.1_protein.faa_WP_048208535.1
GCF_024218755.1_protein.faa_WP_104453223.1	-	196	neuO_final_mafft	-	319	1.7e-28	97.6	0.1	1	1	6.5e-31	2.3e-28	97.1	0.1	103	225	63	183	54	186	0.93	-	GCF_024218755.1_protein.faa_WP_104453223.1
GCF_024218755.1_protein.faa_WP_254231870.1	-	182	neuO_final_mafft	-	319	1.1e-23	81.7	0	1	1	4e-26	1.4e-23	81.4	0	106	222	63	177	55	181	0.95	-	GCF_024218755.1_protein.faa_WP_254231870.1
GCF_009883835.1_protein.faa_WP_159404269.1	-	184	neuO_final_mafft	-	319	3.1e-30	103.5	0.5	1	1	1.1e-32	4.3e-30	103	0.5	103	225	59	179	52	181	0.9	-	GCF_009883835.1_protein.faa_WP_159404269.1
GCF_009883835.1_protein.faa_WP_140103281.1	-	208	neuO_final_mafft	-	319	1.7e-29	101.1	0	1	1	5.2e-32	2.1e-29	100.7	0	103	227	62	184	55	207	0.83	-	GCF_009883835.1_protein.faa_WP_140103281.1
GCF_009883835.1_protein.faa_WP_029805709.1	-	182	neuO_final_mafft	-	319	5.6e-27	92.8	0.6	1	1	1.7e-29	6.9e-27	92.5	0.6	98	224	55	179	49	182	0.95	-	GCF_009883835.1_protein.faa_WP_029805709.1
GCF_009883835.1_protein.faa_WP_029999718.1	-	212	neuO_final_mafft	-	319	2e-21	74.5	3.3	1	2	0.028	11	3	0.1	172	190	62	80	50	82	0.85	-	GCF_009883835.1_protein.faa_WP_029999718.1
GCF_009883835.1_protein.faa_WP_021450425.1	-	219	neuO_final_mafft	-	319	2e-14	51.5	6.5	1	1	1.2e-16	5e-14	50.2	6.5	168	218	114	164	49	172	0.89	-	GCF_009883835.1_protein.faa_WP_021450425.1
GCF_001908435.2_protein.faa_WP_009700774.1	-	185	neuO_final_mafft	-	319	3.9e-31	106.6	0.8	1	1	1.5e-33	5.6e-31	106	0.8	106	225	64	182	55	183	0.89	-	GCF_001908435.2_protein.faa_WP_009700774.1
GCF_001908435.2_protein.faa_WP_074050453.1	-	204	neuO_final_mafft	-	319	5.8e-31	106	0.2	1	1	1.8e-33	7e-31	105.7	0.2	91	225	51	182	32	201	0.9	-	GCF_001908435.2_protein.faa_WP_074050453.1
GCF_001908435.2_protein.faa_WP_017817349.1	-	184	neuO_final_mafft	-	319	1.2e-29	101.7	0.2	1	1	3.7e-32	1.4e-29	101.4	0.2	102	225	58	179	26	181	0.91	-	GCF_001908435.2_protein.faa_WP_017817349.1
GCF_001908435.2_protein.faa_WP_074051430.1	-	181	neuO_final_mafft	-	319	4.1e-28	96.6	1.9	1	1	1.3e-30	4.9e-28	96.4	1.9	98	226	52	181	41	181	0.92	-	GCF_001908435.2_protein.faa_WP_074051430.1
GCF_001908435.2_protein.faa_WP_074051922.1	-	210	neuO_final_mafft	-	319	7.4e-20	69.5	2.1	1	2	0.036	14	2.9	0	172	190	62	80	55	82	0.86	-	GCF_001908435.2_protein.faa_WP_074051922.1
GCF_001908435.2_protein.faa_WP_074051900.1	-	217	neuO_final_mafft	-	319	1.7e-14	51.9	5.7	1	1	1.8e-16	7e-14	49.9	5.7	167	218	113	164	45	169	0.83	-	GCF_001908435.2_protein.faa_WP_074051900.1
GCF_025642135.1_protein.faa_WP_263228768.1	-	254	neuO_final_mafft	-	319	2.2e-25	88.2	0.7	1	1	5.4e-28	4.7e-25	87.1	0.4	113	233	93	210	73	213	0.93	-	GCF_025642135.1_protein.faa_WP_263228768.1
