GCF_013177475.1_protein.faa_WP_002858290.1	-	294	CST-I	PF06002.18	295	1.1e-167	553.4	28.7	1	1	7.7e-171	1.3e-167	553.3	28.7	1	295	5	288	5	288	1.00	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_013201605.1_protein.faa_WP_172663994.1	-	281	CST-I	PF06002.18	295	1.3e-55	185.5	20.2	1	1	1.1e-57	1.8e-54	181.8	20.2	2	295	4	278	3	278	0.92	alpha-2,3-sialyltransferase	[Campylobacter	ornithocola]
GCF_013372105.1_protein.faa_WP_139425632.1	-	283	CST-I	PF06002.18	295	6.7e-59	196.3	28.1	1	1	4.2e-61	6.7e-58	193.0	28.1	2	295	4	280	3	280	0.91	alpha-2,3-sialyltransferase	[Campylobacter	armoricus]
GCF_013372185.1_protein.faa_WP_172461672.1	-	283	CST-I	PF06002.18	295	5e-54	180.2	20.1	1	1	5.5e-57	8.3e-54	179.5	20.1	2	295	4	280	3	280	0.92	alpha-2,3-sialyltransferase	[Campylobacter	lari]
GCF_013372205.1_protein.faa_WP_034969589.1	-	299	CST-I	PF06002.18	295	2.4e-86	286.6	21.1	1	1	1.6e-89	2.8e-86	286.3	21.1	2	260	5	266	4	298	0.89	alpha-2,3-sialyltransferase	[Campylobacter	mucosalis]
GCF_013372245.1_protein.faa_WP_280525416.1	-	226	CST-I	PF06002.18	295	8e-73	242.0	8.4	1	1	1.2e-75	9.6e-73	241.8	8.4	2	224	5	218	4	224	0.94	alpha-2,3-sialyltransferase	[Campylobacter	upsaliensis]
GCF_013372245.1_protein.faa_WP_004277348.1	-	51	CST-I	PF06002.18	295	2.9e-10	36.7	1.7	1	1	3.7e-13	3e-10	36.6	1.7	249	294	2	48	1	49	0.84	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_013389555.1_protein.faa_WP_002869021.1	-	291	CST-I	PF06002.18	295	9.6e-109	359.9	25.6	1	1	6.7e-112	1.1e-108	359.8	25.6	2	295	3	291	2	291	0.98	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_013389575.1_protein.faa_WP_002878823.1	-	291	CST-I	PF06002.18	295	2.2e-109	362.0	24.7	1	1	1.5e-112	2.5e-109	361.9	24.7	2	295	3	291	2	291	0.98	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_013391125.1_protein.faa_WP_255296982.1	-	78	CST-I	PF06002.18	295	3.1e-07	26.7	0.9	1	1	1.9e-10	3.1e-07	26.7	0.9	125	176	9	60	1	74	0.83	alpha-2,3-sialyltransferase	[Campylobacter	coli]
GCF_013393785.1_protein.faa_WP_002935331.1	-	291	CST-I	PF06002.18	295	4.8e-109	361.0	26.5	1	1	3.2e-112	5.4e-109	360.8	26.5	2	295	3	291	2	291	0.98	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_013393805.1_protein.faa_WP_002858290.1	-	294	CST-I	PF06002.18	295	1.1e-167	553.4	28.7	1	1	7.7e-171	1.3e-167	553.3	28.7	1	295	5	288	5	288	1.00	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_013394405.1_protein.faa_WP_178962807.1	-	326	CST-I	PF06002.18	295	5.9e-109	360.8	13.4	1	1	7.7e-112	7e-109	360.6	13.4	1	295	32	320	32	320	0.96	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_013394405.1_protein.faa_WP_238144209.1	-	298	CST-I	PF06002.18	295	2.6e-108	358.7	16.2	1	1	3.4e-111	3.1e-108	358.4	16.2	1	294	5	294	5	295	0.95	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_013394595.1_protein.faa_WP_179009406.1	-	301	CST-I	PF06002.18	295	1.5e-05	22.4	4.1	1	1	6.1e-09	2.3e-05	21.8	4.0	3	156	54	204	52	264	0.80	6-hydroxymethylpterin	diphosphokinase	MptE-like	protein	[Winogradskyella	forsetii]
GCF_013394615.1_protein.faa_WP_179009406.1	-	301	CST-I	PF06002.18	295	1.5e-05	22.4	4.1	1	1	6.1e-09	2.3e-05	21.8	4.0	3	156	54	204	52	264	0.80	6-hydroxymethylpterin	diphosphokinase	MptE-like	protein	[Winogradskyella	forsetii]
GCF_013394635.1_protein.faa_WP_179021402.1	-	298	CST-I	PF06002.18	295	0.00098	16.5	8.8	1	2	7.3e-07	0.003	15.0	4.0	4	155	55	203	52	208	0.60	6-hydroxymethylpterin	diphosphokinase	MptE-like	protein	[Winogradskyella	forsetii]
GCF_013394635.1_protein.faa_WP_179021402.1	-	298	CST-I	PF06002.18	295	0.00098	16.5	8.8	2	2	0.0029	12	3.1	0.2	215	263	203	251	202	273	0.82	6-hydroxymethylpterin	diphosphokinase	MptE-like	protein	[Winogradskyella	forsetii]
GCF_013394655.1_protein.faa_WP_178991517.1	-	301	CST-I	PF06002.18	295	2.6e-05	21.6	4.5	1	1	9.2e-09	3.6e-05	21.2	4.0	3	156	54	204	52	261	0.79	6-hydroxymethylpterin	diphosphokinase	MptE-like	protein	[Winogradskyella	schleiferi]
GCF_013395015.3_protein.faa_WP_003131983.1	-	66	CST-I	PF06002.18	295	0.0062	13.2	0.3	1	1	2.4e-06	0.0062	13.2	0.3	150	183	5	38	1	52	0.86	MULTISPECIES:	hypothetical	protein	[Lactococcus]
GCF_013465595.1_protein.faa_WP_002852706.1	-	291	CST-I	PF06002.18	295	6.5e-109	360.5	26.7	1	1	4.6e-112	7.3e-109	360.3	26.7	2	295	3	291	2	291	0.98	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_013465795.1_protein.faa_WP_002852706.1	-	291	CST-I	PF06002.18	295	6.5e-109	360.5	26.7	1	1	4.6e-112	7.3e-109	360.3	26.7	2	295	3	291	2	291	0.98	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_013466015.1_protein.faa_WP_002852706.1	-	291	CST-I	PF06002.18	295	6.5e-109	360.5	26.7	1	1	4.6e-112	7.3e-109	360.3	26.7	2	295	3	291	2	291	0.98	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_013466235.1_protein.faa_WP_002852706.1	-	291	CST-I	PF06002.18	295	6.5e-109	360.5	26.7	1	1	4.6e-112	7.2e-109	360.3	26.7	2	295	3	291	2	291	0.98	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_013781885.1_protein.faa_WP_181603358.1	-	142	CST-I	PF06002.18	295	2.3e-05	22.1	2.3	1	2	4.6e-07	0.0022	15.6	0.2	192	262	19	87	9	101	0.85	N-acetyltransferase	[Clostridium	intestinale]
GCF_013781885.1_protein.faa_WP_181603358.1	-	142	CST-I	PF06002.18	295	2.3e-05	22.1	2.3	2	2	0.00011	0.51	7.8	0.3	187	235	91	137	84	142	0.78	N-acetyltransferase	[Clostridium	intestinale]
GCF_014082005.1_protein.faa_WP_251825899.1	-	139	CST-I	PF06002.18	295	1.7e-35	119.4	8.3	1	1	1.2e-38	2e-35	119.2	8.3	163	295	9	139	3	139	0.95	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_014151825.1_protein.faa_WP_285949813.1	-	36	CST-I	PF06002.18	295	2.3e-10	36.9	0.1	1	1	1.5e-13	2.3e-10	36.9	0.1	136	160	1	25	1	35	0.88	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_014151925.1_protein.faa_WP_251825949.1	-	140	CST-I	PF06002.18	295	1.4e-36	123.0	8.7	1	1	1e-39	1.6e-36	122.8	8.7	154	295	2	140	1	140	0.94	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_014217995.1_protein.faa_WP_265575626.1	-	225	CST-I	PF06002.18	295	6.2e-72	239.1	9.2	1	1	9.2e-75	7.6e-72	238.8	9.2	2	225	5	219	4	223	0.95	alpha-2,3-sialyltransferase	[Campylobacter	vulpis]
GCF_014217995.1_protein.faa_WP_252195900.1	-	51	CST-I	PF06002.18	295	2.1e-09	33.9	1.2	1	1	2.6e-12	2.2e-09	33.8	1.2	249	294	2	48	1	49	0.83	alpha-2,3-sialyltransferase	[Campylobacter	vulpis]
GCF_014334715.1_protein.faa_WP_003131983.1	-	66	CST-I	PF06002.18	295	0.0053	13.2	0.3	1	1	2.4e-06	0.0053	13.2	0.3	150	183	5	38	1	52	0.86	MULTISPECIES:	hypothetical	protein	[Lactococcus]
GCF_014353035.1_protein.faa_WP_131112713.1	-	120	CST-I	PF06002.18	295	0.00057	16.6	0.4	1	1	2.7e-07	0.00066	16.4	0.4	146	222	23	96	10	110	0.85	hypothetical	protein	[Staphylococcus	pseudintermedius]
GCF_014490535.1_protein.faa_WP_131112713.1	-	120	CST-I	PF06002.18	295	0.00057	16.6	0.4	1	1	2.7e-07	0.00066	16.4	0.4	146	222	23	96	10	110	0.85	hypothetical	protein	[Staphylococcus	pseudintermedius]
GCF_014495805.1_protein.faa_WP_015702737.1	-	303	CST-I	PF06002.18	295	4.8e-176	581.2	13.4	1	1	2.6e-179	5.5e-176	581.1	13.4	1	295	11	303	11	303	1.00	alpha-2,3-sialyltransferase	[Pasteurella	multocida]
GCF_014701215.1_protein.faa_WP_190811823.1	-	334	CST-I	PF06002.18	295	9.6e-110	363.2	20.5	1	1	1.5e-112	1.2e-109	362.9	20.5	2	294	44	332	43	333	0.95	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_014701215.1_protein.faa_WP_190811799.1	-	326	CST-I	PF06002.18	295	1.1e-108	359.7	15.1	1	1	1.7e-111	1.3e-108	359.5	15.1	1	295	32	320	32	320	0.96	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_014884605.1_protein.faa_WP_003131983.1	-	66	CST-I	PF06002.18	295	0.0058	13.2	0.3	1	1	2.4e-06	0.0059	13.2	0.3	150	183	5	38	1	52	0.86	MULTISPECIES:	hypothetical	protein	[Lactococcus]
GCF_014906185.1_protein.faa_WP_255296982.1	-	78	CST-I	PF06002.18	295	3.2e-07	26.7	0.9	1	1	1.9e-10	3.2e-07	26.7	0.9	125	176	9	60	1	74	0.83	alpha-2,3-sialyltransferase	[Campylobacter	coli]
GCF_014931095.1_protein.faa_WP_197557825.1	-	319	CST-I	PF06002.18	295	0.001	15.6	0.7	1	1	2.1e-06	0.0047	13.5	0.7	2	176	43	230	42	304	0.63	6-hydroxymethylpterin	diphosphokinase	MptE-like	protein	[Helicobacter	cinaedi]
GCF_014931155.1_protein.faa_WP_232086500.1	-	319	CST-I	PF06002.18	295	0.001	15.6	0.7	1	1	2.1e-06	0.0046	13.5	0.7	2	176	43	230	42	304	0.63	6-hydroxymethylpterin	diphosphokinase	MptE-like	protein	[Helicobacter	cinaedi]
GCF_014931215.1_protein.faa_WP_197552908.1	-	299	CST-I	PF06002.18	295	1.7e-120	398.5	27.4	1	1	1.3e-123	1.9e-120	398.3	27.4	2	295	4	293	3	293	0.99	alpha-2,3-sialyltransferase	[Campylobacter	sp.	2014D-0216]
GCF_014931255.1_protein.faa_WP_084483688.1	-	250	CST-I	PF06002.18	295	2.1e-42	142.4	18.3	1	1	2.5e-45	2.3e-42	142.2	18.3	51	295	4	249	1	249	0.85	alpha-2,3-sialyltransferase	[Campylobacter	cuniculorum]
GCF_014931255.1_protein.faa_WP_051521710.1	-	59	CST-I	PF06002.18	295	2.3e-17	60.1	0.1	1	1	2.8e-20	2.5e-17	60.0	0.1	2	46	9	53	8	58	0.92	alpha-2,3-sialyltransferase	[Campylobacter	cuniculorum]
GCF_014931495.1_protein.faa_WP_232087005.1	-	307	CST-I	PF06002.18	295	1.1e-108	359.9	13.1	1	1	1.5e-111	1.3e-108	359.6	13.1	2	295	14	301	13	301	0.96	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_014931495.1_protein.faa_WP_197541632.1	-	330	CST-I	PF06002.18	295	1.9e-108	359.1	17.1	1	1	2.7e-111	2.3e-108	358.8	17.1	1	294	37	326	37	327	0.95	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_015245165.1_protein.faa_WP_002869021.1	-	291	CST-I	PF06002.18	295	9.3e-109	359.9	25.6	1	1	6.7e-112	1e-108	359.8	25.6	2	295	3	291	2	291	0.98	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_015774875.1_protein.faa_WP_066776435.1	-	296	CST-I	PF06002.18	295	1.3e-105	349.5	23.9	1	1	2.2e-108	1.5e-105	349.2	23.9	2	294	3	292	2	293	0.97	alpha-2,3-sialyltransferase	[Campylobacter	hepaticus]
GCF_015774875.1_protein.faa_WP_243273561.1	-	417	CST-I	PF06002.18	295	1.6e-86	286.8	22.9	1	3	2.2e-89	1.6e-86	286.8	22.9	2	251	3	246	2	250	0.97	alpha-2,3-sialyltransferase	[Campylobacter	hepaticus]
GCF_015774875.1_protein.faa_WP_243273561.1	-	417	CST-I	PF06002.18	295	1.6e-86	286.8	22.9	2	3	0.12	85	-1.2	0.1	246	283	292	329	252	339	0.68	alpha-2,3-sialyltransferase	[Campylobacter	hepaticus]
GCF_015774875.1_protein.faa_WP_243273561.1	-	417	CST-I	PF06002.18	295	1.6e-86	286.8	22.9	3	3	0.64	4.6e+02	-3.6	0.0	264	283	380	399	354	401	0.73	alpha-2,3-sialyltransferase	[Campylobacter	hepaticus]
GCF_016027975.1_protein.faa_WP_003131983.1	-	66	CST-I	PF06002.18	295	0.0059	13.2	0.3	1	1	2.4e-06	0.0059	13.2	0.3	150	183	5	38	1	52	0.86	MULTISPECIES:	hypothetical	protein	[Lactococcus]
GCF_016028815.1_protein.faa_WP_003131983.1	-	66	CST-I	PF06002.18	295	0.0059	13.2	0.3	1	1	2.4e-06	0.0059	13.2	0.3	150	183	5	38	1	52	0.86	MULTISPECIES:	hypothetical	protein	[Lactococcus]
GCF_016028835.1_protein.faa_WP_003131983.1	-	66	CST-I	PF06002.18	295	0.006	13.2	0.3	1	1	2.4e-06	0.006	13.2	0.3	150	183	5	38	1	52	0.86	MULTISPECIES:	hypothetical	protein	[Lactococcus]
GCF_016126715.1_protein.faa_WP_131112713.1	-	120	CST-I	PF06002.18	295	0.00057	16.6	0.4	1	1	2.7e-07	0.00065	16.4	0.4	146	222	23	96	10	110	0.85	hypothetical	protein	[Staphylococcus	pseudintermedius]
GCF_016126755.1_protein.faa_WP_015729203.1	-	120	CST-I	PF06002.18	295	0.00065	16.3	0.4	1	1	3.2e-07	0.00074	16.2	0.4	146	222	23	96	10	110	0.85	hypothetical	protein	[Staphylococcus	pseudintermedius]
GCF_016127135.1_protein.faa_WP_003131983.1	-	66	CST-I	PF06002.18	295	0.0057	13.2	0.3	1	1	2.4e-06	0.0058	13.2	0.3	150	183	5	38	1	52	0.86	MULTISPECIES:	hypothetical	protein	[Lactococcus]
GCF_016127675.1_protein.faa_WP_002777227.1	-	65	CST-I	PF06002.18	295	2e-06	24.2	0.3	1	1	1.1e-09	2e-06	24.2	0.3	132	176	3	47	1	62	0.85	hypothetical	protein	[Campylobacter	coli]
GCF_016313205.1_protein.faa_WP_005751869.1	-	303	CST-I	PF06002.18	295	3.8e-175	578.3	12.6	1	1	2e-178	4.3e-175	578.1	12.6	1	295	11	303	11	303	1.00	alpha-2,3-sialyltransferase	[Pasteurella	multocida]
GCF_016458845.1_protein.faa_WP_002869021.1	-	291	CST-I	PF06002.18	295	1e-108	359.9	25.6	1	1	1.3e-111	1.1e-108	359.8	25.6	2	295	3	291	2	291	0.98	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_016458845.1_protein.faa_WP_070363994.1	-	425	CST-I	PF06002.18	295	2e-87	290.0	19.8	1	2	2.4e-90	2e-87	290.0	19.8	2	253	13	258	12	266	0.97	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_016458845.1_protein.faa_WP_070363994.1	-	425	CST-I	PF06002.18	295	2e-87	290.0	19.8	2	2	0.11	93	-1.1	0.1	256	282	299	325	268	335	0.67	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_016458865.1_protein.faa_WP_042635873.1	-	292	CST-I	PF06002.18	295	4.2e-108	357.9	23.8	1	1	2.9e-111	4.7e-108	357.7	23.8	2	295	3	292	2	292	0.97	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_016649195.2_protein.faa_WP_003131983.1	-	66	CST-I	PF06002.18	295	0.0069	13.2	0.3	1	1	2.4e-06	0.0069	13.2	0.3	150	183	5	38	1	52	0.86	MULTISPECIES:	hypothetical	protein	[Bacilli]
GCF_016726265.1_protein.faa_WP_172461672.1	-	283	CST-I	PF06002.18	295	4.9e-54	180.2	20.1	1	1	5.5e-57	8.3e-54	179.5	20.1	2	295	4	280	3	280	0.92	alpha-2,3-sialyltransferase	[Campylobacter	lari]
GCF_016748925.1_protein.faa_WP_202145397.1	-	382	CST-I	PF06002.18	295	2.8e-44	148.2	9.2	1	1	1.4e-46	9.9e-44	146.4	9.2	3	227	6	220	4	229	0.85	alpha-2,3-sialyltransferase	[Helicobacter	pylori]
GCF_016748925.1_protein.faa_WP_202145398.1	-	325	CST-I	PF06002.18	295	2e-37	125.7	9.8	1	1	1.9e-39	1.4e-36	122.9	9.3	3	250	5	243	3	284	0.78	alpha-2,3-sialyltransferase	[Helicobacter	pylori]
GCF_016755655.1_protein.faa_WP_237393369.1	-	329	CST-I	PF06002.18	295	1.2e-44	149.4	8.5	1	1	4.4e-47	6.2e-44	147.0	8.5	3	227	6	220	4	232	0.86	alpha-2,3-sialyltransferase	[Helicobacter	pylori]
GCF_016755695.1_protein.faa_WP_202171620.1	-	417	CST-I	PF06002.18	295	2.5e-44	148.3	9.4	1	1	1.6e-46	1.1e-43	146.1	9.4	3	227	6	220	4	228	0.86	alpha-2,3-sialyltransferase	[Helicobacter	pylori]
GCF_016755695.1_protein.faa_WP_202171621.1	-	358	CST-I	PF06002.18	295	3.4e-37	124.9	9.7	1	1	1.8e-39	1.3e-36	123.0	8.2	3	250	5	243	3	281	0.77	alpha-2,3-sialyltransferase	[Helicobacter	pylori]
GCF_016755715.1_protein.faa_WP_202168734.1	-	381	CST-I	PF06002.18	295	1.3e-43	146.0	9.7	1	1	8.1e-46	5.8e-43	143.8	9.7	3	227	6	220	4	231	0.86	alpha-2,3-sialyltransferase	[Helicobacter	pylori]
GCF_016755715.1_protein.faa_WP_237393117.1	-	341	CST-I	PF06002.18	295	2.4e-37	125.4	9.3	1	1	1.4e-39	1e-36	123.3	8.0	3	250	5	243	3	273	0.77	alpha-2,3-sialyltransferase	[Helicobacter	pylori]
GCF_016755775.1_protein.faa_WP_202166329.1	-	411	CST-I	PF06002.18	295	1.1e-44	149.5	9.2	1	1	7e-47	5e-44	147.3	9.2	3	227	6	220	4	228	0.86	alpha-2,3-sialyltransferase	[Helicobacter	pylori]
GCF_016755775.1_protein.faa_WP_237393614.1	-	299	CST-I	PF06002.18	295	1.1e-37	126.5	9.3	1	1	1.3e-39	9.3e-37	123.4	9.3	3	251	5	244	3	286	0.75	alpha-2,3-sialyltransferase	[Helicobacter	pylori]
GCF_016757575.1_protein.faa_WP_202273586.1	-	423	CST-I	PF06002.18	295	2.5e-43	145.0	9.5	1	1	1.3e-45	9.2e-43	143.2	9.5	3	227	6	220	4	231	0.86	alpha-2,3-sialyltransferase	[Helicobacter	pylori]
GCF_016757575.1_protein.faa_WP_202273585.1	-	345	CST-I	PF06002.18	295	7.8e-37	123.7	11.1	1	2	2.5e-39	1.8e-36	122.5	8.8	3	250	5	243	3	275	0.77	alpha-2,3-sialyltransferase	[Helicobacter	pylori]
GCF_016757575.1_protein.faa_WP_202273585.1	-	345	CST-I	PF06002.18	295	7.8e-37	123.7	11.1	2	2	0.35	2.5e+02	-2.7	0.0	178	178	293	293	262	324	0.53	alpha-2,3-sialyltransferase	[Helicobacter	pylori]
GCF_016861285.1_protein.faa_WP_203620548.1	-	310	CST-I	PF06002.18	295	7.9e-110	363.6	20.2	1	1	5.5e-113	9.4e-110	363.3	20.2	2	294	20	308	19	309	0.95	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_016920995.2_protein.faa_WP_003131983.1	-	66	CST-I	PF06002.18	295	0.0061	13.2	0.3	1	1	2.4e-06	0.0061	13.2	0.3	150	183	5	38	1	52	0.86	MULTISPECIES:	hypothetical	protein	[Lactococcus]
GCF_016921015.2_protein.faa_WP_003131983.1	-	66	CST-I	PF06002.18	295	0.006	13.2	0.3	1	1	2.4e-06	0.006	13.2	0.3	150	183	5	38	1	52	0.86	MULTISPECIES:	hypothetical	protein	[Lactococcus]
GCF_016952955.2_protein.faa_WP_003131983.1	-	66	CST-I	PF06002.18	295	0.006	13.2	0.3	1	1	2.4e-06	0.0061	13.2	0.3	150	183	5	38	1	52	0.86	MULTISPECIES:	hypothetical	protein	[Lactococcus]
GCF_017351955.1_protein.faa_WP_002858290.1	-	294	CST-I	PF06002.18	295	1.1e-167	553.4	28.7	1	1	7.7e-171	1.3e-167	553.3	28.7	1	295	5	288	5	288	1.00	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_017352015.1_protein.faa_WP_002858290.1	-	294	CST-I	PF06002.18	295	1.2e-167	553.4	28.7	1	1	7.7e-171	1.3e-167	553.3	28.7	1	295	5	288	5	288	1.00	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_017356685.1_protein.faa_WP_002869021.1	-	291	CST-I	PF06002.18	295	9.4e-109	359.9	25.6	1	1	1.3e-111	1e-108	359.8	25.6	2	295	3	291	2	291	0.98	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_017356685.1_protein.faa_WP_207497440.1	-	425	CST-I	PF06002.18	295	5.6e-88	291.7	20.4	1	2	7.1e-91	5.6e-88	291.7	20.4	2	253	13	258	12	266	0.97	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_017356685.1_protein.faa_WP_207497440.1	-	425	CST-I	PF06002.18	295	5.6e-88	291.7	20.4	2	2	0.11	86	-1.1	0.1	256	282	299	325	268	335	0.67	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_017356745.1_protein.faa_WP_002852706.1	-	291	CST-I	PF06002.18	295	6.8e-109	360.5	26.7	1	1	9.3e-112	7.6e-109	360.3	26.7	2	295	3	291	2	291	0.98	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_017356745.1_protein.faa_WP_002855892.1	-	425	CST-I	PF06002.18	295	6.5e-87	288.3	23.8	1	2	8.5e-90	7e-87	288.2	22.0	2	253	13	258	12	295	0.96	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_017356745.1_protein.faa_WP_002855892.1	-	425	CST-I	PF06002.18	295	6.5e-87	288.3	23.8	2	2	0.075	62	-0.5	0.1	254	282	297	325	261	335	0.60	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_017356765.1_protein.faa_WP_002869021.1	-	291	CST-I	PF06002.18	295	9.6e-109	359.9	25.6	1	1	1.3e-111	1.1e-108	359.8	25.6	2	295	3	291	2	291	0.98	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_017356765.1_protein.faa_WP_052822553.1	-	425	CST-I	PF06002.18	295	2.4e-87	289.7	20.3	1	2	3e-90	2.4e-87	289.7	20.3	2	253	13	258	12	277	0.97	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_017356765.1_protein.faa_WP_052822553.1	-	425	CST-I	PF06002.18	295	2.4e-87	289.7	20.3	2	2	0.074	59	-0.5	0.2	254	282	297	325	262	335	0.60	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_017356785.1_protein.faa_WP_002869021.1	-	291	CST-I	PF06002.18	295	9.7e-109	359.9	25.6	1	1	1.3e-111	1.1e-108	359.8	25.6	2	295	3	291	2	291	0.98	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_017356785.1_protein.faa_WP_207498288.1	-	425	CST-I	PF06002.18	295	6.1e-87	288.4	23.8	1	2	8.5e-90	6.9e-87	288.2	22.0	2	253	13	258	12	295	0.96	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_017356785.1_protein.faa_WP_207498288.1	-	425	CST-I	PF06002.18	295	6.1e-87	288.4	23.8	2	2	0.075	61	-0.5	0.1	254	282	297	325	261	335	0.60	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_017356805.1_protein.faa_WP_002869021.1	-	291	CST-I	PF06002.18	295	9.8e-109	359.9	25.6	1	1	1.3e-111	1.1e-108	359.8	25.6	2	295	3	291	2	291	0.98	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_017356805.1_protein.faa_WP_153606216.1	-	415	CST-I	PF06002.18	295	6.5e-87	288.3	23.9	1	2	9.2e-90	7.5e-87	288.1	22.2	2	253	13	258	12	295	0.96	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_017356805.1_protein.faa_WP_153606216.1	-	415	CST-I	PF06002.18	295	6.5e-87	288.3	23.9	2	2	0.073	60	-0.5	0.1	254	282	297	325	261	335	0.60	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_017356825.1_protein.faa_WP_002869021.1	-	291	CST-I	PF06002.18	295	9.4e-109	359.9	25.6	1	1	1.3e-111	1.1e-108	359.8	25.6	2	295	3	291	2	291	0.98	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_017356825.1_protein.faa_WP_153606216.1	-	415	CST-I	PF06002.18	295	6.2e-87	288.3	23.9	1	2	9.2e-90	7.2e-87	288.1	22.2	2	253	13	258	12	295	0.96	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_017356825.1_protein.faa_WP_153606216.1	-	415	CST-I	PF06002.18	295	6.2e-87	288.3	23.9	2	2	0.073	57	-0.5	0.1	254	282	297	325	261	335	0.60	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_017356845.1_protein.faa_WP_002869021.1	-	291	CST-I	PF06002.18	295	9.4e-109	359.9	25.6	1	1	1.3e-111	1.1e-108	359.8	25.6	2	295	3	291	2	291	0.98	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_017356845.1_protein.faa_WP_153606216.1	-	415	CST-I	PF06002.18	295	6.2e-87	288.3	23.9	1	2	9.2e-90	7.2e-87	288.1	22.2	2	253	13	258	12	295	0.96	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_017356845.1_protein.faa_WP_153606216.1	-	415	CST-I	PF06002.18	295	6.2e-87	288.3	23.9	2	2	0.073	57	-0.5	0.1	254	282	297	325	261	335	0.60	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_017356865.1_protein.faa_WP_002869021.1	-	291	CST-I	PF06002.18	295	9.5e-109	359.9	25.6	1	1	1.3e-111	1.1e-108	359.8	25.6	2	295	3	291	2	291	0.98	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_017356865.1_protein.faa_WP_052822553.1	-	425	CST-I	PF06002.18	295	2.3e-87	289.7	20.3	1	2	3e-90	2.3e-87	289.7	20.3	2	253	13	258	12	277	0.97	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_017356865.1_protein.faa_WP_052822553.1	-	425	CST-I	PF06002.18	295	2.3e-87	289.7	20.3	2	2	0.074	59	-0.5	0.2	254	282	297	325	262	335	0.60	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_017356885.1_protein.faa_WP_002869021.1	-	291	CST-I	PF06002.18	295	9.4e-109	359.9	25.6	1	1	1.3e-111	1.1e-108	359.8	25.6	2	295	3	291	2	291	0.98	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
